speech_id,party,sentiment_score,negativity_score,speech_length,avg_sentence_length,kw_democracy_count,kw_democracy_freq,kw_economy_count,kw_economy_freq,kw_welfare_health_count,kw_welfare_health_freq,kw_education_count,kw_education_freq,kw_environment_count,kw_environment_freq,kw_security_defense_count,kw_security_defense_freq,kw_foreign_policy_count,kw_foreign_policy_freq,kw_immigration_count,kw_immigration_freq
326,Democrat,0.9979,0.015,609,609.0,2,0.003284072249589491,1,0.0016420361247947454,1,0.0016420361247947454,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
327,Democrat,0.9997,0.07,1744,1744.0,3,0.0017201834862385322,16,0.009174311926605505,16,0.009174311926605505,4,0.0022935779816513763,7,0.0040137614678899085,2,0.0011467889908256881,6,0.0034403669724770644,0,0.0
328,Democrat,0.9999,0.04,3550,3550.0,18,0.0050704225352112674,11,0.0030985915492957746,1,0.00028169014084507044,1,0.00028169014084507044,8,0.0022535211267605635,9,0.0025352112676056337,15,0.004225352112676056,0,0.0
329,Democrat,-0.9669,0.166,189,189.0,1,0.005291005291005291,2,0.010582010582010581,4,0.021164021164021163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
330,Democrat,0.9997,0.058,3462,3462.0,8,0.002310803004043905,8,0.002310803004043905,11,0.0031773541305603697,7,0.002021952628538417,1,0.00028885037550548814,1,0.00028885037550548814,2,0.0005777007510109763,0,0.0
331,Democrat,0.278,0.071,138,138.0,1,0.007246376811594203,0,0.0,1,0.007246376811594203,0,0.0,0,0.0,0,0.0,0,0.0,1,0.007246376811594203
332,Republican,0.9999,0.036,1633,1633.0,1,0.000612369871402327,10,0.00612369871402327,4,0.002449479485609308,1,0.000612369871402327,0,0.0,25,0.015309246785058175,5,0.003061849357011635,0,0.0
333,Democrat,0.9999,0.05,2589,2589.0,0,0.0,13,0.005021243723445346,54,0.02085747392815759,144,0.055619930475086905,0,0.0,3,0.0011587485515643105,0,0.0,0,0.0
334,Democrat,0.9997,0.034,1403,1403.0,1,0.0007127583749109052,3,0.0021382751247327157,4,0.002851033499643621,2,0.0014255167498218105,2,0.0014255167498218105,9,0.006414825374198147,1,0.0007127583749109052,0,0.0
335,Democrat,0.9524,0.062,251,251.0,2,0.00796812749003984,1,0.00398406374501992,5,0.0199203187250996,0,0.0,0,0.0,2,0.00796812749003984,3,0.01195219123505976,0,0.0
336,Democrat,1.0,0.068,8942,8942.0,30,0.0033549541489599644,36,0.004025944978751957,4,0.00044732721986132855,0,0.0,3,0.0003354954148959964,27,0.0030194587340639676,25,0.0027957951241333037,1,0.00011183180496533214
337,Democrat,0.9976,0.078,498,498.0,2,0.004016064257028112,1,0.002008032128514056,10,0.020080321285140562,0,0.0,0,0.0,5,0.010040160642570281,2,0.004016064257028112,0,0.0
338,Democrat,0.9998,0.063,2230,2230.0,8,0.003587443946188341,3,0.0013452914798206279,0,0.0,18,0.008071748878923767,1,0.0004484304932735426,10,0.004484304932735426,47,0.021076233183856503,0,0.0
339,Democrat,0.937,0.127,1090,1090.0,0,0.0,0,0.0,30,0.027522935779816515,0,0.0,0,0.0,2,0.001834862385321101,1,0.0009174311926605505,0,0.0
340,Democrat,0.9997,0.069,1437,1437.0,30,0.020876826722338204,2,0.0013917884481558804,0,0.0,0,0.0,1,0.0006958942240779402,2,0.0013917884481558804,8,0.0055671537926235215,0,0.0
341,Republican,0.9998,0.093,2683,2683.0,22,0.008199776369735371,2,0.0007454342154304882,7,0.002609019754006709,0,0.0,2,0.0007454342154304882,34,0.0126723816623183,43,0.0160268356317555,1,0.0003727171077152441
342,Republican,0.9953,0.074,1688,1688.0,2,0.001184834123222749,4,0.002369668246445498,0,0.0,0,0.0,2,0.001184834123222749,24,0.014218009478672985,8,0.004739336492890996,0,0.0
343,Republican,1.0,0.134,4553,4553.0,23,0.0050516143202284204,11,0.002415989457500549,8,0.0017570832418185812,3,0.000658906215681968,0,0.0,36,0.007906874588183616,94,0.020645728091368328,4,0.0008785416209092906
344,Democrat,0.998,0.1,1480,1480.0,10,0.006756756756756757,0,0.0,0,0.0,0,0.0,0,0.0,7,0.00472972972972973,5,0.0033783783783783786,0,0.0
345,Democrat,-0.9998,0.131,3307,3307.0,14,0.0042334442092530995,11,0.003326277592984578,2,0.0006047777441790142,0,0.0,2,0.0006047777441790142,101,0.03054127608104022,27,0.008164499546416692,0,0.0
346,Republican,-0.952,0.167,995,995.0,0,0.0,3,0.003015075376884422,0,0.0,0,0.0,1,0.0010050251256281408,10,0.010050251256281407,7,0.007035175879396985,0,0.0
347,Republican,0.999,0.051,444,444.0,0,0.0,4,0.009009009009009009,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
348,Republican,0.9999,0.016,1025,1025.0,6,0.005853658536585366,3,0.002926829268292683,4,0.003902439024390244,5,0.004878048780487805,0,0.0,1,0.000975609756097561,2,0.001951219512195122,2,0.001951219512195122
349,Republican,0.9769,0.043,265,265.0,1,0.0037735849056603774,0,0.0,7,0.026415094339622643,1,0.0037735849056603774,0,0.0,1,0.0037735849056603774,0,0.0,0,0.0
350,Republican,1.0,0.042,3106,3106.0,50,0.016097875080489377,6,0.0019317450096587251,5,0.0016097875080489374,0,0.0,3,0.0009658725048293626,6,0.0019317450096587251,17,0.005473277527366388,0,0.0
351,Republican,0.9911,0.025,102,102.0,5,0.049019607843137254,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
352,Democrat,1.0,0.071,11696,11696.0,36,0.0030779753761969904,28,0.0023939808481532147,10,0.0008549931600547196,0,0.0,0,0.0,15,0.0012824897400820793,21,0.001795485636114911,0,0.0
353,Democrat,1.0,0.063,7658,7658.0,24,0.0031339775398276314,32,0.004178636719770175,5,0.0006529119874640898,1,0.00013058239749281798,9,0.0011752415774353617,58,0.007573779054583442,30,0.003917471924784539,1,0.00013058239749281798
354,Republican,1.0,0.055,10051,10051.0,19,0.001890359168241966,32,0.0031837628096706796,2,0.00019898517560441747,4,0.00039797035120883495,6,0.0005969555268132525,25,0.0024873146950552183,35,0.003482240573077306,3,0.0002984777634066262
355,Democrat,0.9995,0.079,1129,1129.0,0,0.0,0,0.0,2,0.001771479185119575,0,0.0,8,0.0070859167404783,19,0.01682905225863596,4,0.00354295837023915,0,0.0
356,Republican,0.9925,0.049,437,437.0,0,0.0,0,0.0,17,0.038901601830663615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
357,Republican,0.9993,0.087,2966,2966.0,1,0.00033715441672285906,97,0.03270397842211733,2,0.0006743088334457181,0,0.0,1,0.00033715441672285906,0,0.0,1,0.00033715441672285906,0,0.0
358,Republican,0.9999,0.045,3170,3170.0,18,0.0056782334384858045,2,0.0006309148264984228,2,0.0006309148264984228,0,0.0,0,0.0,5,0.0015772870662460567,59,0.01861198738170347,11,0.003470031545741325
359,Republican,0.9991,0.08,1271,1271.0,1,0.0007867820613690008,13,0.010228166797797011,16,0.012588512981904013,1,0.0007867820613690008,0,0.0,2,0.0015735641227380016,11,0.00865460267505901,0,0.0
360,Republican,0.9981,0.02,1576,1576.0,2,0.0012690355329949238,2,0.0012690355329949238,0,0.0,0,0.0,0,0.0,22,0.013959390862944163,11,0.006979695431472081,0,0.0
361,Republican,1.0,0.051,13256,13256.0,12,0.0009052504526252263,71,0.005356065178032589,8,0.0006035003017501509,6,0.00045262522631261314,6,0.00045262522631261314,45,0.0033946891973445988,41,0.0030929390464695234,8,0.0006035003017501509
362,Republican,0.9999,0.129,5250,5250.0,36,0.006857142857142857,48,0.009142857142857144,30,0.005714285714285714,14,0.0026666666666666666,9,0.0017142857142857142,37,0.007047619047619047,43,0.00819047619047619,6,0.001142857142857143
363,Democrat,0.9999,0.105,7161,7161.0,17,0.0023739701159055998,105,0.01466275659824047,56,0.007820136852394917,25,0.003491132523390588,18,0.0025136154168412233,22,0.0030721966205837174,24,0.0033514872224549644,2,0.00027929060187124703
364,Republican,-0.9997,0.133,6173,6173.0,6,0.000971974728657055,11,0.0017819536692046008,11,0.0017819536692046008,1,0.00016199578810950914,1,0.00016199578810950914,19,0.003077919974080674,2,0.0003239915762190183,0,0.0
365,Democrat,0.7346,0.083,181,181.0,0,0.0,0,0.0,2,0.011049723756906077,0,0.0,2,0.011049723756906077,1,0.0055248618784530384,0,0.0,0,0.0
366,Democrat,0.9882,0.087,353,353.0,0,0.0,1,0.0028328611898017,0,0.0,0,0.0,0,0.0,5,0.014164305949008499,1,0.0028328611898017,0,0.0
367,Republican,1.0,0.036,2736,2736.0,4,0.0014619883040935672,4,0.0014619883040935672,6,0.0021929824561403508,1,0.0003654970760233918,0,0.0,24,0.008771929824561403,8,0.0029239766081871343,0,0.0
368,Democrat,0.9976,0.038,589,589.0,0,0.0,1,0.001697792869269949,5,0.008488964346349746,43,0.0730050933786078,4,0.006791171477079796,1,0.001697792869269949,2,0.003395585738539898,0,0.0
369,Republican,0.9999,0.038,1514,1514.0,0,0.0,9,0.0059445178335535,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0019815059445178335,0,0.0
370,Democrat,-0.9892,0.212,343,343.0,1,0.0029154518950437317,2,0.0058309037900874635,0,0.0,0,0.0,0,0.0,6,0.01749271137026239,0,0.0,0,0.0
371,Republican,0.9821,0.109,512,512.0,0,0.0,1,0.001953125,5,0.009765625,0,0.0,0,0.0,1,0.001953125,0,0.0,3,0.005859375
372,Republican,0.0,0.0,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
373,Republican,1.0,0.049,8664,8664.0,15,0.0017313019390581717,34,0.0039242843951985225,2,0.00023084025854108956,4,0.0004616805170821791,11,0.0012696214219759926,37,0.004270544783010157,44,0.0050784856879039705,0,0.0
374,Republican,1.0,0.051,5380,5380.0,14,0.0026022304832713753,105,0.019516728624535316,11,0.0020446096654275093,1,0.0001858736059479554,6,0.0011152416356877324,19,0.0035315985130111526,19,0.0035315985130111526,13,0.0024163568773234202
375,Republican,1.0,0.049,4729,4729.0,18,0.0038063015436667373,12,0.0025375343624444912,2,0.00042292239374074856,6,0.0012687671812222456,8,0.0016916895749629942,13,0.002748995559314866,7,0.00148022837809262,0,0.0
376,Republican,0.9767,0.054,1191,1191.0,0,0.0,1,0.0008396305625524769,1,0.0008396305625524769,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
377,Republican,-0.9902,0.113,1237,1237.0,0,0.0,0,0.0,1,0.0008084074373484236,0,0.0,0,0.0,8,0.0064672594987873885,0,0.0,0,0.0
378,Republican,0.9997,0.029,1143,1143.0,5,0.004374453193350831,6,0.005249343832020997,8,0.00699912510936133,4,0.003499562554680665,0,0.0,2,0.0017497812773403325,0,0.0,0,0.0
379,Democrat,0.9979,0.045,1896,1896.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.006856540084388186,2,0.0010548523206751054,0,0.0
380,Republican,-0.994,0.188,294,294.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.017006802721088437,0,0.0,0,0.0
381,Republican,0.996,0.046,248,248.0,1,0.004032258064516129,0,0.0,1,0.004032258064516129,0,0.0,0,0.0,0,0.0,3,0.012096774193548387,0,0.0
382,Democrat,1.0,0.079,15097,15097.0,45,0.002980724647280917,112,0.007418692455454726,44,0.002914486321785785,6,0.0003974299529707889,38,0.0025170563688149965,124,0.008213552361396304,81,0.00536530436510565,2,0.00013247665099026297
383,Republican,-0.2238,0.06,489,489.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
384,Republican,1.0,0.078,8880,8880.0,21,0.002364864864864865,45,0.005067567567567568,1,0.00011261261261261261,7,0.0007882882882882883,5,0.0005630630630630631,10,0.0011261261261261261,20,0.0022522522522522522,0,0.0
385,Democrat,0.9995,0.072,1353,1353.0,15,0.011086474501108648,3,0.0022172949002217295,0,0.0,0,0.0,0,0.0,22,0.016260162601626018,30,0.022172949002217297,1,0.0007390983000739098
386,Democrat,0.9998,0.043,2063,2063.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.009694619486185167,3,0.001454192922927775,0,0.0
387,Republican,0.9254,0.011,86,86.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.023255813953488372,0,0.0,0,0.0
388,Democrat,-0.7845,0.153,135,135.0,0,0.0,2,0.014814814814814815,4,0.02962962962962963,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
389,Republican,1.0,0.09,6269,6269.0,20,0.0031903014834901897,38,0.006061572818631361,46,0.007337693412027437,20,0.0031903014834901897,8,0.001276120593396076,28,0.004466422076886266,24,0.003828361780188228,10,0.0015951507417450949
390,Republican,0.9999,0.028,1341,1341.0,3,0.0022371364653243847,1,0.0007457121551081282,4,0.002982848620432513,0,0.0,0,0.0,11,0.00820283370618941,2,0.0014914243102162564,0,0.0
391,Republican,0.9432,0.011,183,183.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
392,Democrat,-0.8772,0.161,168,168.0,0,0.0,2,0.011904761904761904,3,0.017857142857142856,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
393,Republican,0.9999,0.028,1715,1715.0,1,0.0005830903790087463,43,0.02507288629737609,2,0.0011661807580174927,2,0.0011661807580174927,3,0.001749271137026239,1,0.0005830903790087463,0,0.0,0,0.0
394,Democrat,0.9994,0.057,2316,2316.0,6,0.0025906735751295338,4,0.0017271157167530224,7,0.0030224525043177895,1,0.0004317789291882556,2,0.0008635578583765112,19,0.008203799654576857,1,0.0004317789291882556,0,0.0
395,Republican,1.0,0.056,4390,4390.0,4,0.0009111617312072893,4,0.0009111617312072893,9,0.002050113895216401,7,0.0015945330296127562,1,0.00022779043280182233,35,0.007972665148063782,18,0.004100227790432802,0,0.0
396,Republican,0.9998,0.108,2171,2171.0,17,0.00783049286043298,14,0.006448641179180101,6,0.0027637033625057578,2,0.0009212344541685859,2,0.0009212344541685859,10,0.004606172270842929,15,0.006909258406264394,2,0.0009212344541685859
397,Democrat,1.0,0.074,10432,10432.0,80,0.007668711656441718,16,0.0015337423312883436,5,0.00047929447852760736,0,0.0,5,0.00047929447852760736,47,0.004505368098159509,37,0.0035467791411042944,1,9.585889570552147e-05
398,Democrat,0.9919,0.064,810,810.0,3,0.003703703703703704,0,0.0,2,0.0024691358024691358,0,0.0,0,0.0,1,0.0012345679012345679,0,0.0,0,0.0
399,Democrat,-0.918,0.194,180,180.0,0,0.0,6,0.03333333333333333,1,0.005555555555555556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
400,Republican,1.0,0.055,7619,7619.0,31,0.004068775429846436,29,0.0038062737892111827,4,0.000525003281270508,4,0.000525003281270508,6,0.0007875049219057619,37,0.004856280351752199,30,0.00393752460952881,1,0.000131250820317627
401,Republican,1.0,0.105,10636,10636.0,64,0.006017299736743136,4,0.000376081233546446,6,0.0005641218503196691,8,0.000752162467092892,10,0.000940203083866115,34,0.0031966904851447914,22,0.002068446784505453,0,0.0
402,Democrat,0.9966,0.101,1997,1997.0,17,0.008512769153730596,3,0.0015022533800701052,0,0.0,0,0.0,1,0.000500751126690035,20,0.010015022533800702,4,0.00200300450676014,0,0.0
403,Democrat,0.9987,0.045,783,783.0,2,0.002554278416347382,5,0.006385696040868455,3,0.0038314176245210726,0,0.0,1,0.001277139208173691,0,0.0,1,0.001277139208173691,0,0.0
404,Democrat,1.0,0.08,9556,9556.0,26,0.0027208036835496023,98,0.010255336961071579,50,0.005232314776056928,18,0.0018836333193804938,12,0.0012557555462536626,72,0.007534533277521975,68,0.007115948095437421,0,0.0
405,Democrat,0.9998,0.061,3243,3243.0,4,0.0012334258402713536,40,0.012334258402713537,8,0.002466851680542707,1,0.0003083564600678384,14,0.004316990440949738,16,0.004933703361085414,23,0.0070921985815602835,1,0.0003083564600678384
406,Republican,0.9868,0.034,124,124.0,0,0.0,4,0.03225806451612903,0,0.0,0,0.0,0,0.0,0,0.0,2,0.016129032258064516,0,0.0
407,Republican,1.0,0.059,10839,10839.0,23,0.0021219669711227975,63,0.005812344312205923,24,0.0022142264046498754,9,0.0008303349017437033,15,0.0013838915029061722,45,0.004151674508718516,38,0.0035058584740289694,6,0.0005535566011624688
408,Republican,-0.807,0.092,129,129.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.007751937984496124,0,0.0,0,0.0
409,Democrat,-0.9953,0.177,529,529.0,0,0.0,7,0.013232514177693762,4,0.007561436672967864,3,0.005671077504725898,0,0.0,8,0.015122873345935728,1,0.001890359168241966,0,0.0
410,Democrat,1.0,0.083,6984,6984.0,18,0.002577319587628866,71,0.010166093928980527,79,0.011311569301260023,48,0.006872852233676976,10,0.0014318442153493699,33,0.004725085910652921,12,0.001718213058419244,1,0.000143184421534937
411,Republican,0.9963,0.064,2581,2581.0,3,0.001162340178225494,35,0.013560635412630763,1,0.0003874467260751647,0,0.0,1,0.0003874467260751647,4,0.0015497869043006587,5,0.0019372336303758234,0,0.0
412,Republican,1.0,0.031,3228,3228.0,5,0.0015489467162329617,27,0.008364312267657992,21,0.006505576208178439,5,0.0015489467162329617,3,0.0009293680297397769,2,0.0006195786864931846,1,0.0003097893432465923,0,0.0
413,Republican,0.9664,0.034,236,236.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
414,Democrat,-0.5375,0.128,345,345.0,0,0.0,4,0.011594202898550725,4,0.011594202898550725,0,0.0,1,0.002898550724637681,0,0.0,1,0.002898550724637681,0,0.0
415,Democrat,-0.9592,0.126,903,903.0,3,0.0033222591362126247,1,0.0011074197120708748,1,0.0011074197120708748,0,0.0,0,0.0,17,0.018826135105204873,2,0.0022148394241417496,0,0.0
416,Republican,0.9693,0.108,124,124.0,1,0.008064516129032258,0,0.0,1,0.008064516129032258,0,0.0,0,0.0,2,0.016129032258064516,1,0.008064516129032258,0,0.0
417,Republican,-0.807,0.093,128,128.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0078125,0,0.0,0,0.0
418,Democrat,-0.6859,0.086,2990,2990.0,10,0.0033444816053511705,2,0.0006688963210702341,0,0.0,0,0.0,4,0.0013377926421404682,66,0.022073578595317726,16,0.005351170568561873,0,0.0
419,Democrat,0.9989,0.083,1636,1636.0,11,0.006723716381418093,2,0.0012224938875305623,4,0.0024449877750611247,0,0.0,0,0.0,9,0.005501222493887531,6,0.003667481662591687,0,0.0
420,Republican,0.9991,0.083,1451,1451.0,1,0.0006891798759476223,1,0.0006891798759476223,5,0.0034458993797381117,0,0.0,0,0.0,26,0.01791867677463818,4,0.0027567195037904893,38,0.026188835286009647
421,Republican,0.9948,0.008,154,154.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
422,Republican,1.0,0.059,13030,13030.0,19,0.0014581734458940906,41,0.0031465848042977742,11,0.0008442056792018419,9,0.0006907137375287797,4,0.0003069838833461243,35,0.002686108979278588,34,0.002609363008442057,7,0.0005372217958557175
423,Democrat,0.9997,0.112,2643,2643.0,23,0.00870223231176693,2,0.0007567158531971245,8,0.003026863412788498,2,0.0007567158531971245,4,0.001513431706394249,21,0.007945516458569807,37,0.013999243284146803,4,0.001513431706394249
424,Democrat,0.9963,0.051,540,540.0,0,0.0,12,0.022222222222222223,5,0.009259259259259259,1,0.001851851851851852,0,0.0,0,0.0,0,0.0,0,0.0
425,Republican,1.0,0.07,5277,5277.0,6,0.0011370096645821489,52,0.009854083759711958,2,0.00037900322152738296,1,0.00018950161076369148,2,0.00037900322152738296,14,0.0026530225506916807,3,0.0005685048322910744,7,0.0013265112753458404
426,Republican,0.6908,0.033,132,132.0,2,0.015151515151515152,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.015151515151515152,0,0.0
427,Republican,0.9912,0.035,1118,1118.0,1,0.0008944543828264759,5,0.004472271914132379,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0026833631484794273,0,0.0
428,Democrat,0.7717,0.12,151,151.0,0,0.0,1,0.006622516556291391,5,0.033112582781456956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
429,Republican,1.0,0.024,5678,5678.0,2,0.0003522367030644593,102,0.017964071856287425,11,0.0019373018668545263,6,0.0010567101091933778,5,0.0008805917576611482,1,0.00017611835153222966,10,0.0017611835153222965,1,0.00017611835153222966
430,Republican,1.0,0.029,2902,2902.0,5,0.0017229496898690559,10,0.0034458993797381117,1,0.00034458993797381116,0,0.0,3,0.0010337698139214334,13,0.004479669193659545,14,0.004824259131633356,0,0.0
431,Democrat,0.9996,0.091,5453,5453.0,11,0.0020172382174949567,18,0.003300935264991748,5,0.0009169264624977076,4,0.0007335411699981661,2,0.00036677058499908307,35,0.006418485237483954,31,0.005684944067485788,0,0.0
432,Republican,0.9881,0.086,1108,1108.0,1,0.0009025270758122744,4,0.0036101083032490976,28,0.02527075812274368,40,0.036101083032490974,0,0.0,1,0.0009025270758122744,1,0.0009025270758122744,0,0.0
433,Democrat,-0.8945,0.102,245,245.0,0,0.0,0,0.0,1,0.004081632653061225,2,0.00816326530612245,0,0.0,1,0.004081632653061225,0,0.0,0,0.0
434,Republican,0.9998,0.1,2318,2318.0,0,0.0,7,0.0030198446937014668,13,0.0056082830025884385,3,0.0012942191544434857,2,0.0008628127696289905,24,0.010353753235547885,0,0.0,22,0.009490940465918895
435,Democrat,-0.8721,0.139,244,244.0,0,0.0,0,0.0,3,0.012295081967213115,0,0.0,0,0.0,1,0.004098360655737705,0,0.0,0,0.0
436,Republican,0.5733,0.049,109,109.0,1,0.009174311926605505,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
437,Democrat,0.8554,0.109,602,602.0,0,0.0,1,0.0016611295681063123,0,0.0,0,0.0,0,0.0,0,0.0,4,0.006644518272425249,0,0.0
438,Republican,-0.9998,0.204,3143,3143.0,16,0.005090677696468342,4,0.0012726694241170856,7,0.0022271714922048997,1,0.0003181673560292714,1,0.0003181673560292714,36,0.01145402481705377,10,0.003181673560292714,1,0.0003181673560292714
439,Democrat,0.9991,0.05,516,516.0,4,0.007751937984496124,2,0.003875968992248062,2,0.003875968992248062,0,0.0,0,0.0,4,0.007751937984496124,3,0.005813953488372093,0,0.0
440,Democrat,0.9905,0.033,408,408.0,4,0.00980392156862745,3,0.007352941176470588,0,0.0,0,0.0,1,0.0024509803921568627,3,0.007352941176470588,0,0.0,0,0.0
441,Democrat,1.0,0.079,6932,6932.0,1,0.00014425851125216387,148,0.021350259665320254,73,0.010530871321407963,21,0.0030294287362954415,14,0.002019619157530294,20,0.0028851702250432777,25,0.003606462781304097,0,0.0
442,Republican,0.9536,0.081,590,590.0,1,0.001694915254237288,0,0.0,0,0.0,0,0.0,0,0.0,15,0.025423728813559324,5,0.00847457627118644,0,0.0
443,Democrat,-0.7506,0.131,160,160.0,1,0.00625,2,0.0125,3,0.01875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
444,Democrat,0.959,0.0,48,48.0,0,0.0,0,0.0,5,0.10416666666666667,0,0.0,0,0.0,1,0.020833333333333332,1,0.020833333333333332,0,0.0
445,Democrat,-0.9989,0.149,1633,1633.0,1,0.000612369871402327,4,0.002449479485609308,2,0.001224739742804654,0,0.0,1,0.000612369871402327,22,0.013472137170851195,9,0.005511328842620943,1,0.000612369871402327
446,Democrat,0.9999,0.06,2304,2304.0,5,0.002170138888888889,28,0.012152777777777778,7,0.0030381944444444445,1,0.00043402777777777775,51,0.022135416666666668,6,0.0026041666666666665,6,0.0026041666666666665,1,0.00043402777777777775
447,Democrat,0.9999,0.043,3022,3022.0,11,0.003639973527465255,0,0.0,0,0.0,0,0.0,3,0.0009927200529450694,11,0.003639973527465255,14,0.004632693580410324,0,0.0
448,Republican,0.9998,0.025,3842,3842.0,23,0.005986465382613222,5,0.0013014055179593961,2,0.0005205622071837585,0,0.0,15,0.0039042165538781884,3,0.0007808433107756377,11,0.0028630921395106715,1,0.0002602811035918792
449,Democrat,0.9991,0.111,2739,2739.0,19,0.006936838262139467,7,0.002555677254472435,5,0.0018254837531945967,1,0.0003650967506389193,2,0.0007301935012778386,10,0.0036509675063891934,5,0.0018254837531945967,1,0.0003650967506389193
450,Republican,1.0,0.053,7284,7284.0,29,0.003981328940142779,91,0.012493135639758374,16,0.002196595277320154,9,0.0012355848434925864,7,0.0009610104338275673,53,0.0072762218561230095,41,0.005628775398132894,1,0.0001372872048325096
451,Republican,0.9998,0.053,1123,1123.0,7,0.006233303650934996,6,0.005342831700801425,1,0.0008904719501335708,0,0.0,2,0.0017809439002671415,2,0.0017809439002671415,6,0.005342831700801425,0,0.0
452,Democrat,0.9857,0.093,346,346.0,1,0.002890173410404624,0,0.0,0,0.0,0,0.0,1,0.002890173410404624,8,0.023121387283236993,8,0.023121387283236993,0,0.0
453,Democrat,0.9995,0.037,1581,1581.0,3,0.0018975332068311196,23,0.01454775458570525,0,0.0,1,0.0006325110689437065,5,0.0031625553447185324,5,0.0031625553447185324,18,0.011385199240986717,0,0.0
454,Republican,-0.6535,0.123,248,248.0,2,0.008064516129032258,0,0.0,0,0.0,0,0.0,0,0.0,3,0.012096774193548387,2,0.008064516129032258,0,0.0
455,Republican,1.0,0.05,8743,8743.0,20,0.0022875443211712227,27,0.0030881848335811506,3,0.0003431316481756834,2,0.00022875443211712226,1,0.00011437721605856113,31,0.0035456936978153952,52,0.005947615235045179,5,0.0005718860802928057
456,Democrat,0.9998,0.093,4244,4244.0,16,0.003770028275212064,36,0.008482563619227144,26,0.006126295947219604,17,0.004005655042412818,2,0.000471253534401508,20,0.00471253534401508,16,0.003770028275212064,0,0.0
457,Democrat,0.9992,0.063,1296,1296.0,5,0.0038580246913580245,0,0.0,1,0.0007716049382716049,1,0.0007716049382716049,0,0.0,14,0.010802469135802469,9,0.006944444444444444,0,0.0
458,Republican,1.0,0.025,2188,2188.0,1,0.0004570383912248629,26,0.011882998171846435,2,0.0009140767824497258,1,0.0004570383912248629,4,0.0018281535648994515,1,0.0004570383912248629,1,0.0004570383912248629,0,0.0
459,Republican,0.9986,0.077,1232,1232.0,1,0.0008116883116883117,13,0.010551948051948052,16,0.012987012987012988,1,0.0008116883116883117,0,0.0,2,0.0016233766233766235,10,0.008116883116883116,0,0.0
460,Republican,0.9994,0.069,977,977.0,6,0.006141248720573183,1,0.0010235414534288639,7,0.007164790174002047,3,0.0030706243602865915,0,0.0,7,0.007164790174002047,5,0.00511770726714432,0,0.0
461,Republican,0.9983,0.07,1012,1012.0,0,0.0,1,0.0009881422924901185,9,0.008893280632411068,0,0.0,0,0.0,16,0.015810276679841896,0,0.0,16,0.015810276679841896
462,Democrat,0.9527,0.062,981,981.0,1,0.0010193679918450561,0,0.0,1,0.0010193679918450561,0,0.0,1,0.0010193679918450561,4,0.004077471967380225,5,0.0050968399592252805,0,0.0
463,Republican,0.9895,0.061,186,186.0,0,0.0,3,0.016129032258064516,0,0.0,0,0.0,1,0.005376344086021506,0,0.0,4,0.021505376344086023,0,0.0
464,Republican,1.0,0.089,7198,7198.0,7,0.000972492358988608,28,0.003889969435954432,32,0.004445679355376493,8,0.0011114198388441233,6,0.0008335648791330926,25,0.0034731869963878855,19,0.002639622117254793,3,0.0004167824395665463
465,Democrat,1.0,0.084,4769,4769.0,48,0.010065003145313483,26,0.00545187670371147,19,0.00398406374501992,4,0.000838750262109457,5,0.0010484378276368212,11,0.0023065632208010066,16,0.003355001048437828,11,0.0023065632208010066
466,Republican,-0.9989,0.197,1755,1755.0,4,0.002279202279202279,0,0.0,0,0.0,0,0.0,1,0.0005698005698005698,46,0.02621082621082621,27,0.015384615384615385,0,0.0
