speech_id,party,sentiment_score,negativity_score,speech_length,avg_sentence_length,kw_democracy_count,kw_democracy_freq,kw_economy_count,kw_economy_freq,kw_welfare_health_count,kw_welfare_health_freq,kw_education_count,kw_education_freq,kw_environment_count,kw_environment_freq,kw_security_defense_count,kw_security_defense_freq,kw_foreign_policy_count,kw_foreign_policy_freq,kw_immigration_count,kw_immigration_freq
760,Democrat,0.9999,0.098,4611,4611.0,17,0.0036868358273693344,15,0.0032530904359141183,25,0.005421817393190197,15,0.0032530904359141183,1,0.00021687269572760788,14,0.0030362177401865105,6,0.0013012361743656475,1,0.00021687269572760788
761,Democrat,0.9996,0.067,1447,1447.0,5,0.0034554250172771253,4,0.0027643400138217,3,0.002073255010366275,4,0.0027643400138217,3,0.002073255010366275,1,0.000691085003455425,1,0.000691085003455425,0,0.0
762,Republican,0.9976,0.077,632,632.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.022151898734177215,6,0.00949367088607595,0,0.0
763,Democrat,0.9962,0.096,2027,2027.0,12,0.0059200789343857915,10,0.00493339911198816,12,0.0059200789343857915,6,0.0029600394671928957,1,0.000493339911198816,0,0.0,4,0.001973359644795264,0,0.0
764,Republican,1.0,0.026,3190,3190.0,0,0.0,70,0.0219435736677116,0,0.0,2,0.0006269592476489029,1,0.00031347962382445143,0,0.0,14,0.00438871473354232,0,0.0
765,Democrat,0.9977,0.147,2443,2443.0,8,0.003274662300450266,1,0.00040933278755628325,0,0.0,0,0.0,1,0.00040933278755628325,59,0.024150634465820713,40,0.01637331150225133,0,0.0
766,Republican,0.872,0.062,95,95.0,0,0.0,0,0.0,1,0.010526315789473684,0,0.0,0,0.0,1,0.010526315789473684,0,0.0,0,0.0
767,Republican,0.9987,0.007,332,332.0,0,0.0,0,0.0,1,0.0030120481927710845,0,0.0,3,0.009036144578313253,0,0.0,6,0.018072289156626505,0,0.0
768,Democrat,0.9965,0.096,1298,1298.0,12,0.009244992295839754,1,0.0007704160246533128,4,0.0030816640986132513,1,0.0007704160246533128,3,0.0023112480739599386,8,0.0061633281972265025,7,0.00539291217257319,0,0.0
769,Republican,1.0,0.096,10933,10933.0,11,0.0010061282356169396,74,0.006768499039604866,10,0.000914662032379036,7,0.0006402634226653251,7,0.0006402634226653251,47,0.004298911552181469,27,0.002469587487423397,6,0.0005487972194274216
770,Democrat,0.9999,0.039,4641,4641.0,9,0.0019392372333548805,34,0.007326007326007326,8,0.0017237664296487825,4,0.0008618832148243913,1,0.00021547080370609782,4,0.0008618832148243913,3,0.0006464124111182935,0,0.0
771,Republican,0.9972,0.023,557,557.0,8,0.01436265709156194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0017953321364452424,0,0.0
772,Republican,0.9987,0.132,1257,1257.0,3,0.002386634844868735,10,0.007955449482895784,1,0.0007955449482895784,1,0.0007955449482895784,0,0.0,15,0.011933174224343675,0,0.0,8,0.006364359586316627
773,Democrat,-0.9872,0.076,882,882.0,2,0.0022675736961451248,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0045351473922902496,0,0.0,0,0.0
774,Democrat,0.976,0.101,685,685.0,9,0.013138686131386862,1,0.00145985401459854,1,0.00145985401459854,2,0.00291970802919708,1,0.00145985401459854,4,0.00583941605839416,5,0.0072992700729927005,0,0.0
775,Democrat,0.9768,0.118,1300,1300.0,4,0.003076923076923077,0,0.0,0,0.0,0,0.0,2,0.0015384615384615385,4,0.003076923076923077,0,0.0,0,0.0
776,Republican,0.9975,0.073,296,296.0,4,0.013513513513513514,0,0.0,1,0.0033783783783783786,0,0.0,1,0.0033783783783783786,4,0.013513513513513514,0,0.0,0,0.0
777,Republican,0.9999,0.076,5343,5343.0,3,0.0005614823133071309,50,0.009358038555118848,15,0.002807411566535654,9,0.0016844469399213925,0,0.0,3,0.0005614823133071309,3,0.0005614823133071309,2,0.0003743215422047539
778,Democrat,0.98,0.099,1500,1500.0,11,0.007333333333333333,0,0.0,2,0.0013333333333333333,4,0.0026666666666666666,0,0.0,2,0.0013333333333333333,3,0.002,0,0.0
779,Republican,0.9982,0.033,1085,1085.0,11,0.010138248847926268,0,0.0,0,0.0,0,0.0,0,0.0,5,0.004608294930875576,1,0.0009216589861751152,0,0.0
780,Republican,0.9999,0.086,3208,3208.0,21,0.006546134663341646,6,0.0018703241895261845,1,0.0003117206982543641,0,0.0,2,0.0006234413965087282,60,0.018703241895261846,34,0.01059850374064838,0,0.0
781,Democrat,0.9992,0.092,2474,2474.0,9,0.003637833468067906,4,0.0016168148746968471,7,0.0028294260307194824,1,0.0004042037186742118,1,0.0004042037186742118,6,0.002425222312045271,10,0.004042037186742118,0,0.0
782,Republican,-0.995,0.221,801,801.0,7,0.008739076154806492,1,0.0012484394506866417,0,0.0,0,0.0,0,0.0,12,0.0149812734082397,3,0.003745318352059925,0,0.0
783,Democrat,0.9996,0.08,5264,5264.0,2,0.00037993920972644377,58,0.011018237082066869,17,0.003229483282674772,11,0.0020896656534954406,0,0.0,14,0.0026595744680851063,0,0.0,4,0.0007598784194528875
784,Democrat,0.9995,0.085,2586,2586.0,3,0.001160092807424594,9,0.0034802784222737818,3,0.001160092807424594,0,0.0,45,0.01740139211136891,3,0.001160092807424594,16,0.006187161639597835,0,0.0
785,Republican,1.0,0.084,13536,13536.0,21,0.0015514184397163121,78,0.00576241134751773,20,0.0014775413711583924,23,0.0016991725768321514,13,0.0009604018912529551,29,0.002142434988179669,33,0.0024379432624113476,6,0.0004432624113475177
786,Democrat,0.9922,0.049,335,335.0,12,0.03582089552238806,0,0.0,5,0.014925373134328358,0,0.0,1,0.0029850746268656717,0,0.0,1,0.0029850746268656717,0,0.0
787,Republican,0.9975,0.0,353,353.0,1,0.0028328611898017,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0028328611898017,0,0.0,0,0.0
788,Democrat,0.9997,0.094,2713,2713.0,10,0.003685956505713233,48,0.017692591227423518,23,0.008477699963140435,6,0.0022115739034279398,10,0.003685956505713233,6,0.0022115739034279398,5,0.0018429782528566164,0,0.0
789,Democrat,0.9217,0.034,245,245.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.012244897959183673,0,0.0,0,0.0
790,Democrat,0.9999,0.062,3206,3206.0,24,0.007485963817841547,11,0.0034310667498440423,0,0.0,0,0.0,2,0.0006238303181534623,2,0.0006238303181534623,29,0.009045539613225203,0,0.0
791,Democrat,0.9998,0.068,1877,1877.0,10,0.005327650506126798,1,0.0005327650506126798,0,0.0,22,0.011720831113478956,2,0.0010655301012253596,6,0.0031965903036760787,10,0.005327650506126798,0,0.0
792,Republican,0.998,0.037,1054,1054.0,0,0.0,7,0.006641366223908918,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
793,Democrat,0.9998,0.068,3875,3875.0,40,0.01032258064516129,3,0.0007741935483870968,3,0.0007741935483870968,0,0.0,3,0.0007741935483870968,19,0.004903225806451613,2,0.0005161290322580645,0,0.0
794,Republican,1.0,0.048,6248,6248.0,26,0.004161331626120359,77,0.01232394366197183,30,0.004801536491677336,13,0.0020806658130601793,9,0.001440460947503201,62,0.009923175416133162,47,0.007522407170294494,1,0.00016005121638924455
795,Republican,0.9997,0.07,4867,4867.0,39,0.008013149784261353,3,0.0006163961372508733,1,0.0002054653790836244,0,0.0,1,0.0002054653790836244,59,0.01212245736593384,2,0.0004109307581672488,0,0.0
796,Democrat,0.8625,0.039,48,48.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
797,Republican,0.9969,0.167,2511,2511.0,4,0.0015929908403026682,2,0.0007964954201513341,6,0.0023894862604540022,5,0.001991238550378335,0,0.0,64,0.025487853444842692,33,0.013142174432497013,1,0.00039824771007566706
798,Democrat,0.9996,0.009,686,686.0,1,0.0014577259475218659,1,0.0014577259475218659,0,0.0,0,0.0,0,0.0,4,0.0058309037900874635,16,0.023323615160349854,0,0.0
799,Democrat,0.9994,0.141,3602,3602.0,10,0.00277623542476402,2,0.000555247084952804,6,0.001665741254858412,6,0.001665741254858412,2,0.000555247084952804,34,0.009439200444197668,74,0.020544142143253747,0,0.0
800,Democrat,-0.7568,0.143,3188,3188.0,10,0.003136762860727729,21,0.006587202007528231,8,0.002509410288582183,1,0.0003136762860727729,2,0.0006273525721455458,34,0.01066499372647428,7,0.00219573400250941,0,0.0
801,Democrat,0.9999,0.087,3169,3169.0,23,0.007257810034711265,5,0.001577784790154623,2,0.0006311139160618492,1,0.0003155569580309246,2,0.0006311139160618492,22,0.006942253076680341,61,0.0192489744398864,1,0.0003155569580309246
802,Democrat,0.9985,0.047,1301,1301.0,4,0.0030745580322828594,1,0.0007686395080707148,0,0.0,0,0.0,0,0.0,2,0.0015372790161414297,0,0.0,0,0.0
803,Republican,1.0,0.085,4199,4199.0,21,0.0050011907597046915,1,0.00023815194093831864,4,0.0009526077637532746,1,0.00023815194093831864,5,0.0011907597046915933,42,0.010002381519409383,17,0.004048582995951417,1,0.00023815194093831864
804,Democrat,0.9999,0.089,5621,5621.0,27,0.004803415762319872,22,0.003913894324853229,4,0.0007116171499733144,3,0.0005337128624799857,2,0.0003558085749866572,34,0.006048745774773172,35,0.0062266500622665,1,0.0001779042874933286
805,Republican,1.0,0.082,19569,19569.0,38,0.001941846798507844,94,0.00480351576472993,25,0.0012775307884920026,8,0.00040880985231744085,43,0.0021973529562062445,126,0.006438755173999693,88,0.004496908375491849,7,0.0003577086207777607
806,Democrat,0.9992,0.082,2053,2053.0,0,0.0,12,0.0058451047247929854,2,0.000974184120798831,0,0.0,1,0.0004870920603994155,0,0.0,9,0.00438382854359474,0,0.0
807,Republican,1.0,0.033,3239,3239.0,0,0.0,42,0.012966965112689102,8,0.002469898116702686,1,0.00030873726458783575,4,0.001234949058351343,4,0.001234949058351343,2,0.0006174745291756715,2,0.0006174745291756715
808,Republican,-0.8998,0.131,163,163.0,3,0.018404907975460124,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
809,Democrat,0.4939,0.078,68,68.0,1,0.014705882352941176,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014705882352941176,0,0.0,3,0.04411764705882353
810,Democrat,1.0,0.084,4328,4328.0,33,0.007624768946395564,27,0.006238447319778189,19,0.004390018484288355,16,0.0036968576709796672,9,0.0020794824399260627,21,0.004852125693160813,30,0.006931608133086876,1,0.0002310536044362292
811,Democrat,0.9891,0.077,459,459.0,0,0.0,7,0.015250544662309368,3,0.006535947712418301,1,0.002178649237472767,0,0.0,1,0.002178649237472767,0,0.0,0,0.0
812,Democrat,0.9136,0.084,184,184.0,1,0.005434782608695652,1,0.005434782608695652,1,0.005434782608695652,1,0.005434782608695652,0,0.0,0,0.0,0,0.0,0,0.0
813,Democrat,0.5966,0.079,371,371.0,1,0.0026954177897574125,4,0.01078167115902965,0,0.0,0,0.0,4,0.01078167115902965,2,0.005390835579514825,3,0.008086253369272238,0,0.0
814,Republican,1.0,0.076,17379,17379.0,47,0.002704413372461016,62,0.0035675240232464467,36,0.0020714655618850335,14,0.0008055699407330686,16,0.0009206513608377928,63,0.0036250647332988087,54,0.0031071983428275505,12,0.0006904885206283445
815,Democrat,0.9987,0.092,1718,1718.0,10,0.005820721769499418,4,0.002328288707799767,0,0.0,0,0.0,1,0.0005820721769499418,6,0.0034924330616996507,11,0.006402793946449359,2,0.0011641443538998836
816,Republican,1.0,0.077,5093,5093.0,27,0.005301394070292558,84,0.016493225996465737,13,0.0025525230708816024,6,0.0011780875711761242,7,0.0013744354997054782,23,0.004516002356175142,21,0.004123306499116434,0,0.0
817,Democrat,0.9984,0.133,2063,2063.0,12,0.0058167716917111,1,0.0004847309743092584,0,0.0,15,0.007270964614638876,1,0.0004847309743092584,22,0.010664081434803683,15,0.007270964614638876,0,0.0
818,Republican,0.9338,0.107,476,476.0,0,0.0,0,0.0,2,0.004201680672268907,0,0.0,0,0.0,8,0.01680672268907563,0,0.0,11,0.023109243697478993
819,Democrat,0.9984,0.127,3383,3383.0,21,0.006207508128879693,25,0.0073898906296186815,8,0.0023647650014779783,2,0.0005911912503694946,0,0.0,55,0.0162577593851611,21,0.006207508128879693,0,0.0
820,Democrat,1.0,0.081,3399,3399.0,26,0.007649308620182407,24,0.00706090026478376,2,0.0005884083553986466,1,0.0002942041776993233,13,0.0038246543100912034,64,0.01882906737275669,54,0.01588702559576346,0,0.0
821,Republican,1.0,0.083,7929,7929.0,3,0.00037835792659856227,94,0.011855215033421617,13,0.0016395510152604363,1,0.0001261193088661874,24,0.003026863412788498,8,0.0010089544709294992,39,0.004918653045781309,0,0.0
822,Republican,0.9999,0.079,1867,1867.0,20,0.010712372790573112,3,0.0016068559185859668,1,0.0005356186395286556,1,0.0005356186395286556,3,0.0016068559185859668,17,0.009105516871987145,29,0.015532940546331012,0,0.0
823,Democrat,-0.8687,0.119,186,186.0,0,0.0,3,0.016129032258064516,3,0.016129032258064516,0,0.0,0,0.0,0,0.0,2,0.010752688172043012,0,0.0
824,Republican,0.9999,0.089,5576,5576.0,9,0.0016140602582496414,46,0.00824964131994261,5,0.000896700143472023,3,0.0005380200860832137,4,0.0007173601147776184,18,0.0032281205164992827,30,0.005380200860832138,0,0.0
825,Democrat,0.9999,0.089,2552,2552.0,12,0.004702194357366771,3,0.0011755485893416929,0,0.0,1,0.00039184952978056425,1,0.00039184952978056425,43,0.016849529780564265,63,0.02468652037617555,0,0.0
826,Republican,0.9967,0.014,301,301.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.006644518272425249,0,0.0
827,Republican,0.9998,0.107,1737,1737.0,4,0.002302820955670697,3,0.0017271157167530224,7,0.004029936672423719,2,0.0011514104778353484,1,0.0005757052389176742,8,0.004605641911341394,3,0.0017271157167530224,0,0.0
828,Democrat,0.9998,0.092,3786,3786.0,3,0.000792393026941363,78,0.020602218700475437,1,0.0002641310089804543,14,0.0036978341257263604,1,0.0002641310089804543,8,0.0021130480718436345,21,0.005546751188589541,0,0.0
829,Democrat,0.9996,0.06,2117,2117.0,8,0.003778932451582428,6,0.002834199338686821,0,0.0,1,0.0004723665564478035,0,0.0,6,0.002834199338686821,1,0.0004723665564478035,0,0.0
830,Democrat,0.9998,0.078,2965,2965.0,22,0.007419898819561552,10,0.003372681281618887,3,0.001011804384485666,0,0.0,3,0.001011804384485666,20,0.006745362563237774,22,0.007419898819561552,0,0.0
831,Republican,0.9892,0.0,235,235.0,1,0.00425531914893617,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
832,Democrat,1.0,0.055,7836,7836.0,12,0.0015313935681470138,18,0.002297090352220521,4,0.0005104645227156713,0,0.0,0,0.0,21,0.002679938744257274,34,0.004338948443083206,0,0.0
833,Democrat,-0.6428,0.137,160,160.0,0,0.0,2,0.0125,1,0.00625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
834,Democrat,0.9999,0.024,4704,4704.0,16,0.003401360544217687,4,0.0008503401360544217,6,0.0012755102040816326,3,0.0006377551020408163,1,0.00021258503401360543,19,0.0040391156462585035,5,0.0010629251700680273,0,0.0
835,Democrat,0.9978,0.038,608,608.0,5,0.008223684210526315,1,0.001644736842105263,0,0.0,9,0.014802631578947368,0,0.0,2,0.003289473684210526,0,0.0,0,0.0
836,Democrat,1.0,0.087,6348,6348.0,34,0.005356017643352237,10,0.001575299306868305,10,0.001575299306868305,2,0.000315059861373661,4,0.000630119722747322,42,0.006616257088846881,56,0.008821676118462508,2,0.000315059861373661
837,Republican,0.9993,0.069,706,706.0,4,0.0056657223796034,9,0.012747875354107648,0,0.0,1,0.00141643059490085,0,0.0,3,0.00424929178470255,1,0.00141643059490085,0,0.0
838,Democrat,0.999,0.119,2418,2418.0,6,0.0024813895781637717,16,0.006617038875103391,12,0.004962779156327543,2,0.0008271298593879239,3,0.0012406947890818859,32,0.013234077750206782,7,0.0028949545078577337,1,0.00041356492969396195
839,Republican,0.9991,0.0,263,263.0,0,0.0,0,0.0,2,0.0076045627376425855,0,0.0,0,0.0,2,0.0076045627376425855,2,0.0076045627376425855,0,0.0
840,Republican,1.0,0.022,2224,2224.0,3,0.0013489208633093526,31,0.01393884892086331,2,0.0008992805755395684,1,0.0004496402877697842,33,0.014838129496402877,2,0.0008992805755395684,3,0.0013489208633093526,2,0.0008992805755395684
841,Democrat,-0.8636,0.155,158,158.0,0,0.0,5,0.03164556962025317,3,0.0189873417721519,1,0.006329113924050633,0,0.0,0,0.0,0,0.0,0,0.0
842,Democrat,1.0,0.076,7126,7126.0,10,0.0014033118158854898,63,0.008840864440078585,214,0.03003087285994948,7,0.0009823182711198428,1,0.000140331181588549,20,0.0028066236317709796,10,0.0014033118158854898,0,0.0
843,Republican,0.9906,0.128,431,431.0,8,0.018561484918793503,0,0.0,0,0.0,0,0.0,0,0.0,6,0.013921113689095127,4,0.009280742459396751,1,0.002320185614849188
844,Republican,0.9998,0.076,3395,3395.0,2,0.000589101620029455,108,0.03181148748159057,1,0.0002945508100147275,1,0.0002945508100147275,3,0.0008836524300441826,7,0.002061855670103093,8,0.00235640648011782,0,0.0
845,Democrat,0.9999,0.067,2651,2651.0,12,0.004526593738211996,11,0.004149377593360996,12,0.004526593738211996,3,0.001131648434552999,4,0.0015088645794039985,8,0.003017729158807997,5,0.001886080724254998,6,0.002263296869105998
846,Republican,1.0,0.087,6033,6033.0,13,0.0021548151831592907,29,0.00480689540858611,3,0.0004972650422675286,1,0.0001657550140891762,13,0.0021548151831592907,62,0.010276810873528924,69,0.011437095972153158,3,0.0004972650422675286
847,Republican,-0.9834,0.185,217,217.0,0,0.0,0,0.0,2,0.009216589861751152,0,0.0,1,0.004608294930875576,1,0.004608294930875576,3,0.013824884792626729,0,0.0
848,Democrat,1.0,0.078,12205,12205.0,59,0.004834084391642769,31,0.0025399426464563705,10,0.0008193363375665711,0,0.0,3,0.0002458009012699713,56,0.004588283490372798,40,0.0032773453502662844,0,0.0
849,Republican,0.9998,0.081,2260,2260.0,4,0.0017699115044247787,5,0.0022123893805309734,13,0.005752212389380531,3,0.001327433628318584,0,0.0,7,0.003097345132743363,8,0.0035398230088495575,0,0.0
850,Republican,0.872,0.0,125,125.0,1,0.008,2,0.016,0,0.0,1,0.008,0,0.0,0,0.0,0,0.0,0,0.0
851,Republican,1.0,0.059,12878,12878.0,33,0.0025625097064761607,26,0.0020189470414660664,7,0.0005435626650100948,18,0.001397732567168815,8,0.0006212144742972511,45,0.0034943314179220375,39,0.0030284205621990993,6,0.00046591085572293835
852,Democrat,0.9999,0.097,3037,3037.0,15,0.004939084622983207,4,0.0013170892327955218,11,0.0036219953901876854,4,0.0013170892327955218,0,0.0,4,0.0013170892327955218,3,0.0009878169245966415,0,0.0
853,Democrat,0.9999,0.092,4596,4596.0,4,0.0008703220191470844,41,0.008920800696257615,33,0.007180156657963447,17,0.0036988685813751088,5,0.0010879025239338555,14,0.0030461270670147957,7,0.0015230635335073978,2,0.0004351610095735422
854,Republican,-0.1027,0.135,192,192.0,0,0.0,3,0.015625,0,0.0,0,0.0,0,0.0,3,0.015625,2,0.010416666666666666,0,0.0
855,Democrat,-0.9015,0.127,361,361.0,0,0.0,0,0.0,5,0.013850415512465374,1,0.002770083102493075,0,0.0,4,0.0110803324099723,0,0.0,0,0.0
856,Democrat,-0.9794,0.195,143,143.0,0,0.0,1,0.006993006993006993,1,0.006993006993006993,1,0.006993006993006993,0,0.0,0,0.0,0,0.0,0,0.0
857,Republican,0.9636,0.114,309,309.0,1,0.003236245954692557,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
858,Democrat,-0.9951,0.143,1458,1458.0,2,0.0013717421124828531,8,0.0054869684499314125,0,0.0,0,0.0,0,0.0,21,0.01440329218106996,7,0.004801097393689987,0,0.0
859,Democrat,0.9968,0.075,636,636.0,9,0.014150943396226415,1,0.0015723270440251573,1,0.0015723270440251573,1,0.0015723270440251573,0,0.0,1,0.0015723270440251573,3,0.0047169811320754715,0,0.0
860,Republican,0.9999,0.018,750,750.0,5,0.006666666666666667,4,0.005333333333333333,1,0.0013333333333333333,0,0.0,0,0.0,1,0.0013333333333333333,4,0.005333333333333333,0,0.0
861,Democrat,0.9603,0.054,248,248.0,0,0.0,0,0.0,0,0.0,1,0.004032258064516129,3,0.012096774193548387,1,0.004032258064516129,0,0.0,0,0.0
862,Democrat,0.9996,0.089,2367,2367.0,32,0.01351922264469793,11,0.004647232784114913,11,0.004647232784114913,1,0.0004224757076468103,1,0.0004224757076468103,3,0.0012674271229404308,5,0.0021123785382340513,1,0.0004224757076468103
863,Republican,1.0,0.046,25973,25973.0,10,0.00038501520810072,99,0.0038116505601971276,56,0.002156085165364032,5,0.00019250760405036,4,0.000154006083240288,22,0.000847033457821584,20,0.00077003041620144,0,0.0
864,Democrat,1.0,0.074,16213,16213.0,101,0.006229568864491457,53,0.0032689816813668044,7,0.0004317522975390119,2,0.00012335779929686054,10,0.0006167889964843027,55,0.003392339480663665,64,0.003947449577499537,4,0.0002467155985937211
865,Republican,1.0,0.068,4055,4055.0,29,0.007151664611590629,9,0.0022194821208384712,1,0.0002466091245376079,4,0.0009864364981504315,3,0.0007398273736128237,12,0.002959309494451295,6,0.0014796547472256474,4,0.0009864364981504315
866,Republican,1.0,0.096,10677,10677.0,10,0.0009365926758452749,58,0.005432237519902594,30,0.0028097780275358245,5,0.00046829633792263745,22,0.002060503886859605,11,0.0010302519434298024,15,0.0014048890137679123,2,0.00018731853516905497
867,Republican,0.9989,0.041,654,654.0,1,0.0015290519877675841,1,0.0015290519877675841,0,0.0,0,0.0,0,0.0,4,0.0061162079510703364,8,0.012232415902140673,0,0.0
868,Republican,0.9847,0.0,85,85.0,0,0.0,0,0.0,2,0.023529411764705882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
869,Republican,-0.9923,0.162,989,989.0,1,0.0010111223458038423,7,0.007077856420626896,1,0.0010111223458038423,1,0.0010111223458038423,1,0.0010111223458038423,13,0.01314459049544995,1,0.0010111223458038423,12,0.012133468149646108
870,Democrat,0.5859,0.141,139,139.0,2,0.014388489208633094,0,0.0,0,0.0,0,0.0,0,0.0,3,0.02158273381294964,4,0.02877697841726619,0,0.0
871,Republican,1.0,0.091,12434,12434.0,31,0.002493163905420621,58,0.004664629242399871,16,0.0012867942737654818,13,0.001045520347434454,14,0.0011259449895447966,31,0.002493163905420621,21,0.0016889174843171947,8,0.0006433971368827409
872,Democrat,1.0,0.081,6339,6339.0,28,0.004417100489036125,70,0.011042751222590314,30,0.00473260766682442,20,0.003155071777882947,9,0.001419782300047326,42,0.006625650733554188,56,0.00883420097807225,0,0.0
873,Republican,1.0,0.047,2467,2467.0,16,0.0064856100526955816,1,0.00040535062829347385,4,0.0016214025131738954,3,0.0012160518848804217,0,0.0,5,0.002026753141467369,9,0.0036481556546412645,1,0.00040535062829347385
874,Republican,0.9964,0.095,452,452.0,4,0.008849557522123894,0,0.0,0,0.0,0,0.0,1,0.0022123893805309734,5,0.011061946902654867,3,0.00663716814159292,0,0.0
875,Democrat,0.9967,0.104,4582,4582.0,7,0.0015277171540811873,16,0.003491924923614142,13,0.0028371890004364906,11,0.0024006983849847226,1,0.00021824530772588389,26,0.005674378000872981,9,0.001964207769532955,0,0.0
876,Democrat,1.0,0.06,12156,12156.0,57,0.004689042448173741,56,0.004606778545574202,13,0.0010694307337940111,46,0.003784139519578809,16,0.0013162224415926291,21,0.0017275419545903258,29,0.0023856531753866403,1,8.226390259953932e-05
877,Republican,0.191,0.046,207,207.0,0,0.0,3,0.014492753623188406,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004830917874396135,0,0.0
878,Democrat,-0.7579,0.206,70,70.0,0,0.0,1,0.014285714285714285,1,0.014285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
879,Republican,0.9966,0.079,362,362.0,2,0.0055248618784530384,3,0.008287292817679558,0,0.0,0,0.0,0,0.0,2,0.0055248618784530384,0,0.0,0,0.0
880,Democrat,-0.115,0.172,152,152.0,0,0.0,2,0.013157894736842105,2,0.013157894736842105,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
881,Democrat,0.9998,0.056,2175,2175.0,7,0.003218390804597701,1,0.0004597701149425287,0,0.0,3,0.001379310344827586,1,0.0004597701149425287,25,0.011494252873563218,18,0.008275862068965517,0,0.0
882,Republican,0.9941,0.041,224,224.0,0,0.0,4,0.017857142857142856,0,0.0,1,0.004464285714285714,6,0.026785714285714284,0,0.0,1,0.004464285714285714,0,0.0
883,Republican,0.9778,0.08,255,255.0,2,0.00784313725490196,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00392156862745098,0,0.0
884,Democrat,0.9918,0.065,361,361.0,2,0.00554016620498615,1,0.002770083102493075,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
885,Republican,1.0,0.04,2205,2205.0,7,0.0031746031746031746,5,0.0022675736961451248,3,0.0013605442176870747,0,0.0,0,0.0,32,0.014512471655328799,12,0.005442176870748299,0,0.0
886,Democrat,0.9778,0.061,175,175.0,0,0.0,0,0.0,10,0.05714285714285714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
887,Democrat,0.9999,0.069,3815,3815.0,27,0.007077326343381389,33,0.008650065530799476,25,0.00655307994757536,13,0.0034076015727391874,4,0.0010484927916120576,9,0.00235910878112713,9,0.00235910878112713,6,0.0015727391874180866
888,Democrat,0.9999,0.069,2605,2605.0,27,0.01036468330134357,4,0.0015355086372360845,2,0.0007677543186180423,0,0.0,0,0.0,16,0.006142034548944338,11,0.004222648752399232,0,0.0
889,Republican,0.9959,0.042,821,821.0,3,0.0036540803897685747,0,0.0,2,0.00243605359317905,0,0.0,0,0.0,2,0.00243605359317905,0,0.0,0,0.0
890,Democrat,0.9921,0.042,199,199.0,1,0.005025125628140704,2,0.010050251256281407,1,0.005025125628140704,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005025125628140704
891,Democrat,0.9791,0.004,345,345.0,1,0.002898550724637681,1,0.002898550724637681,0,0.0,0,0.0,1,0.002898550724637681,0,0.0,0,0.0,0,0.0
892,Democrat,-0.9988,0.17,1882,1882.0,9,0.004782146652497344,7,0.0037194473963868225,9,0.004782146652497344,5,0.002656748140276302,3,0.001594048884165781,20,0.010626992561105207,0,0.0,0,0.0
893,Democrat,0.9999,0.064,2165,2165.0,23,0.010623556581986143,10,0.004618937644341801,10,0.004618937644341801,5,0.0023094688221709007,4,0.0018475750577367205,11,0.005080831408775982,6,0.002771362586605081,2,0.0009237875288683603
894,Democrat,0.9999,0.104,3873,3873.0,43,0.011102504518461141,3,0.000774593338497289,14,0.0036147689129873485,4,0.0010327911179963851,6,0.001549186676994578,38,0.009811515620965659,22,0.005680351148980119,0,0.0
895,Democrat,0.9997,0.107,3682,3682.0,62,0.01683867463335144,2,0.0005431830526887561,12,0.0032590983161325366,7,0.0019011406844106464,2,0.0005431830526887561,11,0.0029875067897881585,7,0.0019011406844106464,3,0.0008147745790331341
896,Democrat,0.5844,0.058,162,162.0,1,0.006172839506172839,0,0.0,2,0.012345679012345678,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
897,Democrat,0.992,0.023,273,273.0,9,0.03296703296703297,0,0.0,0,0.0,0,0.0,1,0.003663003663003663,1,0.003663003663003663,0,0.0,0,0.0
898,Democrat,-0.8877,0.156,2300,2300.0,7,0.003043478260869565,2,0.0008695652173913044,5,0.002173913043478261,2,0.0008695652173913044,3,0.0013043478260869566,24,0.010434782608695653,19,0.00826086956521739,0,0.0
899,Democrat,0.9874,0.048,213,213.0,1,0.004694835680751174,0,0.0,0,0.0,0,0.0,0,0.0,3,0.014084507042253521,3,0.014084507042253521,0,0.0
