speech_id,president,party,year,sentiment_score,negativity_score,speech_length,avg_sentence_length,kw_democracy_count,kw_democracy_freq,kw_economy_count,kw_economy_freq,kw_welfare_health_count,kw_welfare_health_freq,kw_education_count,kw_education_freq,kw_environment_count,kw_environment_freq,kw_security_defense_count,kw_security_defense_freq,kw_foreign_policy_count,kw_foreign_policy_freq,kw_immigration_count,kw_immigration_freq
218,Lyndon B. Johnson,Democrat,1965,0.9217,0.034,246,18.923076923076923,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.012195121951219513,0,0.0,0,0.0
219,Lyndon B. Johnson,Democrat,1967,-0.9988,0.169,1908,17.345454545454544,9,0.0047169811320754715,7,0.003668763102725367,9,0.0047169811320754715,5,0.002620545073375262,3,0.0015723270440251573,21,0.0110062893081761,0,0.0,0,0.0
220,Barack Obama,Democrat,2009,0.9999,0.109,5965,19.751655629139073,30,0.005029337803855826,11,0.0018440905280804694,12,0.00201173512154233,10,0.0016764459346186086,4,0.0006705783738474435,43,0.0072087175188600165,47,0.00787929589270746,1,0.00016764459346186087
221,Donald Trump,Republican,2019,0.9989,0.091,1521,17.482758620689655,1,0.0006574621959237344,1,0.0006574621959237344,5,0.003287310979618672,0,0.0,1,0.0006574621959237344,28,0.018408941485864562,4,0.0026298487836949377,40,0.026298487836949377
222,Chester A. Arthur,Republican,1881,1.0,0.061,13065,32.6625,20,0.0015308075009567547,47,0.0035973976272483735,11,0.000841944125526215,11,0.000841944125526215,4,0.00030616150019135096,40,0.0030616150019135095,37,0.002831993876769996,8,0.0006123230003827019
223,Jimmy Carter,Democrat,1978,0.9996,0.033,746,22.606060606060606,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0013404825737265416,14,0.01876675603217158,8,0.010723860589812333,0,0.0
224,Lyndon B. Johnson,Democrat,1965,0.9999,0.035,4902,17.696750902527075,11,0.002243982048143615,15,0.0030599755201958386,3,0.0006119951040391676,4,0.0008159934720522236,1,0.0002039983680130559,26,0.005303957568339453,21,0.004283965728274173,1,0.0002039983680130559
225,Rutherford B. Hayes,Republican,1879,0.9999,0.044,3170,48.76923076923077,18,0.0056782334384858045,2,0.0006309148264984228,2,0.0006309148264984228,0,0.0,0,0.0,5,0.0015772870662460567,60,0.01892744479495268,11,0.003470031545741325
226,Ulysses S. Grant,Republican,1869,0.9958,0.038,813,50.8125,21,0.025830258302583026,0,0.0,0,0.0,0,0.0,1,0.0012300123001230013,1,0.0012300123001230013,1,0.0012300123001230013,0,0.0
227,Franklin Pierce,Democrat,1854,1.0,0.041,7094,52.161764705882355,43,0.0060614603890611785,8,0.001127713560755568,6,0.0008457851705666761,1,0.000140964195094446,15,0.00211446292641669,18,0.002537355511700028,9,0.001268677755850014,0,0.0
228,Donald Trump,Republican,2020,1.0,0.094,13176,11.806451612903226,26,0.001973284760170006,51,0.003870673952641166,18,0.001366120218579235,12,0.0009107468123861566,28,0.0021250758955676987,16,0.0012143290831815423,25,0.0018973891924711596,5,0.0003794778384942319
229,Andrew Jackson,Democrat,1833,1.0,0.055,7841,41.70744680851064,12,0.0015304170386430302,18,0.002295625557964545,4,0.0005101390128810101,0,0.0,1,0.00012753475322025253,22,0.0028057645708455554,34,0.004336181609488586,0,0.0
230,Donald Trump,Republican,2020,0.9999,0.036,1519,15.989473684210527,9,0.005924950625411455,2,0.0013166556945358788,12,0.007899934167215274,8,0.005266622778143515,1,0.0006583278472679394,0,0.0,6,0.003949967083607637,0,0.0
231,James K. Polk,Democrat,1849,0.9999,0.026,4098,44.064516129032256,21,0.005124450951683748,0,0.0,0,0.0,0,0.0,3,0.0007320644216691069,13,0.00317227916056613,76,0.018545632015617375,0,0.0
232,William McKinley,Republican,1897,0.9984,0.04,575,30.263157894736842,0,0.0,1,0.0017391304347826088,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0034782608695652175,0,0.0
233,James A. Garfield,Republican,1881,0.9999,0.096,2978,31.020833333333332,49,0.016453995970449966,7,0.0023505708529214238,4,0.001343183344526528,1,0.000335795836131632,2,0.000671591672263264,9,0.0030221625251846875,6,0.0020147750167897917,2,0.000671591672263264
234,Ronald Reagan,Republican,1986,1.0,0.093,3476,19.528089887640448,18,0.005178365937859608,37,0.010644418872266973,21,0.0060414269275028765,8,0.0023014959723820483,4,0.0011507479861910242,28,0.00805523590333717,18,0.005178365937859608,0,0.0
235,Bill Clinton,Democrat,1998,0.9999,0.064,1663,15.256880733944953,22,0.0132291040288635,8,0.004810583283223091,4,0.0024052916416115455,2,0.0012026458208057728,6,0.0036079374624173183,17,0.010222489476849068,13,0.007817197835237523,2,0.0012026458208057728
236,Donald Trump,Republican,2020,-0.995,0.221,811,14.482142857142858,7,0.008631319358816275,2,0.002466091245376079,0,0.0,0,0.0,0,0.0,14,0.01726263871763255,2,0.002466091245376079,0,0.0
237,Bill Clinton,Democrat,1993,0.9999,0.048,2579,21.491666666666667,4,0.0015509887553315238,51,0.019775106630476928,2,0.0007754943776657619,1,0.00038774718883288094,3,0.0011632415664986429,15,0.0058162078324932144,39,0.015122140364482357,0,0.0
238,Ulysses S. Grant,Republican,1871,0.9737,0.058,252,36.0,3,0.011904761904761904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
239,Lyndon B. Johnson,Democrat,1964,0.9997,0.071,1177,18.983870967741936,10,0.008496176720475786,1,0.0008496176720475786,0,0.0,3,0.002548853016142736,2,0.0016992353440951572,10,0.008496176720475786,10,0.008496176720475786,0,0.0
240,Franklin D. Roosevelt,Democrat,1943,0.9999,0.092,3382,24.33093525179856,7,0.0020697811945594325,1,0.00029568302779420464,3,0.0008870490833826139,1,0.00029568302779420464,4,0.0011827321111768185,51,0.015079834417504436,32,0.009461856889414548,0,0.0
241,Gerald Ford,Republican,1975,0.9999,0.056,2370,21.160714285714285,3,0.0012658227848101266,5,0.002109704641350211,4,0.0016877637130801688,19,0.008016877637130802,8,0.0033755274261603376,12,0.005063291139240506,17,0.007172995780590718,0,0.0
242,Lyndon B. Johnson,Democrat,1966,0.9997,0.07,3170,13.964757709251101,0,0.0,36,0.011356466876971609,11,0.003470031545741325,4,0.0012618296529968455,3,0.0009463722397476341,28,0.008832807570977918,14,0.004416403785488959,0,0.0
243,Franklin D. Roosevelt,Democrat,1941,0.9999,0.099,3312,22.37837837837838,25,0.007548309178743961,15,0.004528985507246377,5,0.0015096618357487923,0,0.0,0,0.0,49,0.014794685990338164,42,0.012681159420289856,0,0.0
244,George W. Bush,Republican,2006,0.9999,0.128,5296,19.18840579710145,36,0.006797583081570997,51,0.009629909365558912,30,0.0056646525679758305,15,0.0028323262839879152,11,0.0020770392749244714,37,0.006986404833836858,41,0.007741691842900302,6,0.0011329305135951663
245,Ronald Reagan,Republican,1987,0.9998,0.042,1888,17.00900900900901,0,0.0,3,0.0015889830508474577,2,0.001059322033898305,0,0.0,1,0.0005296610169491525,12,0.006355932203389831,5,0.0026483050847457626,0,0.0
246,Ulysses S. Grant,Republican,1870,0.9993,0.004,993,31.03125,13,0.013091641490433032,0,0.0,0,0.0,2,0.002014098690835851,1,0.0010070493454179255,0,0.0,0,0.0,0,0.0
247,John F. Kennedy,Democrat,1961,0.9999,0.089,5252,25.745098039215687,20,0.003808073115003808,55,0.010472201066260471,11,0.0020944402132520943,14,0.0026656511805026656,4,0.0007616146230007616,31,0.005902513328255902,64,0.012185833968012186,0,0.0
248,Lyndon B. Johnson,Democrat,1964,0.9999,0.065,4268,20.92156862745098,8,0.0018744142455482662,9,0.0021087160262417996,7,0.0016401124648547328,3,0.0007029053420805998,3,0.0007029053420805998,18,0.004217432052483599,19,0.004451733833177133,0,0.0
249,George H. W. Bush,Republican,1992,1.0,0.079,16334,11.879272727272728,22,0.0013468838006611976,184,0.011264846332802742,98,0.005999755112036244,23,0.0014081057916003428,3,0.00018366597281743602,81,0.0049589812660707725,67,0.0041018733929227376,1,6.122199093914534e-05
250,Barack Obama,Democrat,2008,0.9999,0.086,4663,20.816964285714285,4,0.0008578168561012224,45,0.009650439631138753,33,0.007076989062835085,18,0.0038601758524555007,7,0.0015011794981771391,15,0.0032168132103795838,8,0.0017156337122024449,2,0.0004289084280506112
251,Franklin D. Roosevelt,Democrat,1944,0.9983,0.126,3452,23.324324324324323,25,0.007242178447276941,27,0.007821552723059096,8,0.002317497103128621,2,0.0005793742757821553,0,0.0,60,0.01738122827346466,21,0.00608342989571263,1,0.00028968713789107763
252,Lyndon B. Johnson,Democrat,1967,1.0,0.092,14212,20.717201166180757,44,0.0030959752321981426,100,0.007036307345904869,38,0.00267379679144385,14,0.0009850830284266817,18,0.0012665353222628764,116,0.008162116521249648,88,0.006191950464396285,0,0.0
253,Woodrow Wilson,Democrat,1916,1.0,0.076,5527,29.55614973262032,21,0.003799529582051746,50,0.00904649900488511,4,0.0007237199203908088,0,0.0,7,0.0012665098606839153,26,0.004704179482540257,36,0.006513479283517279,1,0.0001809299800977022
254,George W. Bush,Republican,2008,0.9927,0.103,1033,21.520833333333332,0,0.0,11,0.010648596321393998,1,0.000968054211035818,0,0.0,1,0.000968054211035818,0,0.0,3,0.002904162633107454,0,0.0
255,Abraham Lincoln,Republican,1863,1.0,0.071,6072,30.36,21,0.003458498023715415,17,0.0027997364953886695,4,0.0006587615283267457,3,0.0004940711462450593,6,0.0009881422924901185,50,0.008234519104084322,24,0.003952569169960474,1,0.00016469038208168644
256,Woodrow Wilson,Democrat,1913,0.9993,0.066,1952,28.28985507246377,11,0.0056352459016393444,1,0.0005122950819672131,0,0.0,1,0.0005122950819672131,1,0.0005122950819672131,0,0.0,4,0.0020491803278688526,0,0.0
257,Warren G. Harding,Republican,1920,0.9981,0.077,554,17.870967741935484,6,0.010830324909747292,0,0.0,0,0.0,0,0.0,1,0.0018050541516245488,6,0.010830324909747292,5,0.009025270758122744,1,0.0018050541516245488
258,Woodrow Wilson,Democrat,1913,0.9991,0.037,1156,29.641025641025642,3,0.0025951557093425604,20,0.01730103806228374,0,0.0,0,0.0,2,0.0017301038062283738,0,0.0,5,0.004325259515570935,0,0.0
259,William McKinley,Republican,1898,0.9821,0.027,315,45.0,1,0.0031746031746031746,0,0.0,0,0.0,0,0.0,2,0.006349206349206349,5,0.015873015873015872,0,0.0,0,0.0
260,Andrew Jackson,Democrat,1833,0.9999,0.052,7349,44.53939393939394,7,0.0009525105456524698,12,0.0016328752211185195,2,0.00027214587018641994,0,0.0,1,0.00013607293509320997,6,0.0008164376105592598,0,0.0,0,0.0
261,Joe Biden,Democrat,2022,-0.9975,0.158,845,13.412698412698413,1,0.001183431952662722,0,0.0,3,0.0035502958579881655,8,0.009467455621301775,0,0.0,0,0.0,1,0.001183431952662722,0,0.0
262,Jimmy Carter,Democrat,1976,1.0,0.061,13320,15.894988066825775,6,0.00045045045045045046,242,0.01816816816816817,37,0.002777777777777778,19,0.0014264264264264265,34,0.0025525525525525524,23,0.0017267267267267268,8,0.0006006006006006006,2,0.00015015015015015014
263,Rutherford B. Hayes,Republican,1877,1.0,0.058,10639,36.94097222222222,36,0.0033837766707397313,50,0.004699689820471849,16,0.0015039007425509917,12,0.0011279255569132437,2,0.00018798759281887396,48,0.004511702227652975,39,0.003665758059968042,9,0.0008459441676849328
264,Franklin D. Roosevelt,Democrat,1937,0.9999,0.08,4055,25.030864197530864,54,0.013316892725030826,17,0.004192355117139334,6,0.0014796547472256474,0,0.0,0,0.0,6,0.0014796547472256474,1,0.0002466091245376079,0,0.0
265,Barack Obama,Democrat,2011,1.0,0.079,2811,20.223021582733814,4,0.001422981145499822,2,0.000711490572749911,10,0.0035574528637495554,8,0.002845962290999644,0,0.0,3,0.0010672358591248667,4,0.001422981145499822,1,0.0003557452863749555
266,Barack Obama,Democrat,2013,-0.9995,0.18,2227,20.245454545454546,6,0.002694207453973956,0,0.0,8,0.003592276605298608,0,0.0,0,0.0,32,0.014369106421194431,37,0.01661427929950606,0,0.0
267,Franklin D. Roosevelt,Democrat,1941,0.9998,0.078,3020,19.86842105263158,24,0.007947019867549669,11,0.003642384105960265,3,0.0009933774834437086,0,0.0,3,0.0009933774834437086,20,0.006622516556291391,22,0.00728476821192053,0,0.0
268,Harry S. Truman,Democrat,1947,0.9995,0.108,2192,19.571428571428573,11,0.005018248175182482,13,0.005930656934306569,3,0.0013686131386861315,0,0.0,0,0.0,18,0.008211678832116789,28,0.012773722627737226,1,0.0004562043795620438
269,Ronald Reagan,Republican,1984,0.9997,0.105,1833,18.33,11,0.006001091107474086,0,0.0,0,0.0,0,0.0,1,0.0005455537370430987,16,0.00872885979268958,13,0.0070921985815602835,0,0.0
270,Franklin D. Roosevelt,Democrat,1944,-0.9989,0.147,1646,21.102564102564102,1,0.0006075334143377885,4,0.002430133657351154,2,0.001215066828675577,0,0.0,1,0.0006075334143377885,22,0.013365735115431349,9,0.0054678007290400975,1,0.0006075334143377885
271,Gerald Ford,Republican,1975,1.0,0.039,2239,16.708955223880597,6,0.0026797677534613666,12,0.005359535506922733,0,0.0,4,0.001786511835640911,0,0.0,20,0.008932559178204555,31,0.013845466726217061,0,0.0
272,Harry S. Truman,Democrat,1953,0.9997,0.085,3725,17.57075471698113,17,0.004563758389261745,13,0.00348993288590604,3,0.0008053691275167785,0,0.0,2,0.0005369127516778523,30,0.008053691275167786,36,0.009664429530201342,1,0.00026845637583892615
273,John F. Kennedy,Democrat,1961,0.9961,0.021,411,24.176470588235293,1,0.0024330900243309003,3,0.0072992700729927005,3,0.0072992700729927005,0,0.0,2,0.004866180048661801,11,0.0267639902676399,6,0.014598540145985401,0,0.0
274,Ronald Reagan,Republican,1981,0.9999,0.076,2424,18.363636363636363,13,0.005363036303630363,20,0.00825082508250825,4,0.0016501650165016502,1,0.00041254125412541255,5,0.0020627062706270625,5,0.0020627062706270625,10,0.004125412541254125,0,0.0
275,Andrew Johnson,Democrat,1868,0.9957,0.057,788,41.473684210526315,15,0.01903553299492386,0,0.0,1,0.0012690355329949238,0,0.0,0,0.0,0,0.0,1,0.0012690355329949238,0,0.0
276,James K. Polk,Democrat,1847,1.0,0.094,16289,37.96969696969697,27,0.001657560316778194,36,0.0022100804223709252,13,0.0007980845969672786,2,0.00012278224568727363,9,0.0005525201055927313,235,0.01442691386825465,89,0.005463809933083676,2,0.00012278224568727363
277,William McKinley,Republican,1897,1.0,0.062,3695,32.130434782608695,7,0.0018944519621109607,23,0.0062246278755074425,2,0.0005412719891745603,2,0.0005412719891745603,1,0.00027063599458728013,11,0.002976995940460081,21,0.005683355886332882,3,0.0008119079837618403
278,Lyndon B. Johnson,Democrat,1963,0.9989,0.093,1634,22.08108108108108,6,0.0036719706242350062,6,0.0036719706242350062,4,0.0024479804161566705,2,0.0012239902080783353,0,0.0,13,0.00795593635250918,10,0.006119951040391677,0,0.0
279,Donald Trump,Republican,2020,1.0,0.09,6435,15.733496332518337,20,0.003108003108003108,40,0.006216006216006216,48,0.007459207459207459,20,0.003108003108003108,8,0.0012432012432012432,28,0.004351204351204351,22,0.003418803418803419,11,0.0017094017094017094
280,Woodrow Wilson,Democrat,1917,0.9999,0.079,2682,29.8,25,0.009321401938851604,0,0.0,0,0.0,0,0.0,2,0.0007457121551081282,58,0.02162565249813572,38,0.014168530947054437,0,0.0
281,Donald Trump,Republican,2020,-0.9668,0.16,1052,15.93939393939394,0,0.0,3,0.0028517110266159697,0,0.0,0,0.0,1,0.0009505703422053232,11,0.010456273764258554,11,0.010456273764258554,0,0.0
282,Bill Clinton,Democrat,1993,0.9998,0.091,4265,20.603864734299517,16,0.0037514654161781946,36,0.008440797186400938,26,0.0060961313012895665,17,0.003985932004689332,2,0.0004689331770222743,20,0.004689331770222743,14,0.0032825322391559202,0,0.0
283,Theodore Roosevelt,Republican,1906,-0.9999,0.159,4444,30.648275862068967,10,0.0022502250225022503,0,0.0,8,0.0018001800180018,2,0.00045004500450045,0,0.0,39,0.008775877587758775,2,0.00045004500450045,0,0.0
284,Martin Van Buren,Democrat,1838,0.969,0.073,394,56.285714285714285,1,0.0025380710659898475,0,0.0,0,0.0,0,0.0,0,0.0,4,0.01015228426395939,0,0.0,0,0.0
285,Andrew Jackson,Democrat,1832,1.0,0.048,8060,34.592274678111586,66,0.008188585607940446,36,0.004466501240694789,1,0.00012406947890818859,1,0.00012406947890818859,2,0.00024813895781637717,8,0.0009925558312655087,17,0.002109181141439206,0,0.0
286,James K. Polk,Democrat,1846,0.9952,0.03,267,29.666666666666668,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.011235955056179775,1,0.003745318352059925,0,0.0
287,Donald Trump,Republican,2020,0.9999,0.019,1508,16.755555555555556,33,0.021883289124668436,4,0.002652519893899204,3,0.001989389920424403,3,0.001989389920424403,2,0.001326259946949602,2,0.001326259946949602,2,0.001326259946949602,0,0.0
288,George H. W. Bush,Republican,1989,0.9999,0.073,2445,16.632653061224488,28,0.011451942740286299,7,0.0028629856850715747,4,0.0016359918200408998,4,0.0016359918200408998,1,0.00040899795501022495,20,0.0081799591002045,34,0.013905930470347648,0,0.0
289,Donald Trump,Republican,2020,0.9999,0.068,5708,12.14468085106383,3,0.0005255781359495446,51,0.008934828311142257,15,0.0026278906797477224,9,0.0015767344078486335,0,0.0,3,0.0005255781359495446,5,0.0008759635599159075,2,0.000350385423966363
290,Theodore Roosevelt,Republican,1906,0.9985,0.092,1115,33.78787878787879,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0017937219730941704,0,0.0,0,0.0,0,0.0
291,Chester A. Arthur,Republican,1884,0.9997,0.026,1838,32.24561403508772,5,0.002720348204570185,7,0.003808487486398259,0,0.0,0,0.0,8,0.004352557127312296,3,0.001632208922742111,15,0.008161044613710556,1,0.000544069640914037
292,John F. Kennedy,Democrat,1963,0.9998,0.055,2187,31.242857142857144,7,0.003200731595793324,1,0.0004572473708276177,0,0.0,3,0.0013717421124828531,1,0.0004572473708276177,28,0.012802926383173296,14,0.006401463191586648,0,0.0
293,Donald Trump,Republican,2021,0.869,0.145,166,7.904761904761905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.012048192771084338,0,0.0,0,0.0
294,James K. Polk,Democrat,1846,0.9993,0.062,2945,40.342465753424655,21,0.007130730050933786,3,0.0010186757215619694,1,0.00033955857385398983,0,0.0,0,0.0,7,0.0023769100169779285,14,0.004753820033955857,0,0.0
295,Barack Obama,Democrat,2009,0.9998,0.031,1507,23.92063492063492,12,0.007962840079628402,2,0.0013271400132714001,2,0.0013271400132714001,5,0.0033178500331785005,1,0.0006635700066357001,3,0.0019907100199071004,3,0.0019907100199071004,0,0.0
296,Barack Obama,Democrat,2009,0.9999,0.051,2485,22.38738738738739,0,0.0,30,0.012072434607645875,32,0.012877263581488933,10,0.004024144869215292,17,0.006841046277665996,1,0.00040241448692152917,3,0.0012072434607645875,0,0.0
297,Ronald Reagan,Republican,1982,0.9999,0.093,3421,19.11173184357542,23,0.006723180356620871,4,0.001169248757673195,1,0.00029231218941829873,1,0.00029231218941829873,6,0.0017538731365097924,74,0.021631102016954108,21,0.006138555977784273,2,0.0005846243788365975
298,Andrew Johnson,Democrat,1866,1.0,0.063,7054,35.62626262626262,46,0.00652112276722427,9,0.0012758718457612703,2,0.0002835270768358378,0,0.0,6,0.0008505812305075135,37,0.0052452509214629996,19,0.0026935072299404594,0,0.0
299,Ronald Reagan,Republican,1983,0.9977,0.069,853,18.148936170212767,12,0.01406799531066823,2,0.0023446658851113715,1,0.0011723329425556857,1,0.0011723329425556857,3,0.0035169988276670576,1,0.0011723329425556857,0,0.0,0,0.0
300,Gerald Ford,Republican,1974,0.9994,0.094,1087,27.871794871794872,7,0.006439742410303588,1,0.0009199632014719411,1,0.0009199632014719411,0,0.0,1,0.0009199632014719411,1,0.0009199632014719411,1,0.0009199632014719411,0,0.0
301,Ronald Reagan,Republican,1980,0.9999,0.087,4654,23.03960396039604,14,0.0030081650193382035,56,0.012032660077352814,9,0.0019338203695745595,0,0.0,19,0.0040825096691018475,16,0.0034379028792436614,27,0.0058014611087236784,1,0.00021486892995272884
302,Franklin D. Roosevelt,Democrat,1937,0.9994,0.106,1864,29.125,11,0.005901287553648069,4,0.002145922746781116,4,0.002145922746781116,0,0.0,2,0.001072961373390558,45,0.024141630901287552,52,0.027896995708154508,0,0.0
303,Franklin Pierce,Democrat,1856,1.0,0.074,10461,40.704280155642024,83,0.007934231908995316,16,0.0015294904884810248,5,0.00047796577765032023,0,0.0,5,0.00047796577765032023,48,0.004588471465443074,37,0.0035369467546123696,1,9.559315553006405e-05
304,Joe Biden,Democrat,2021,0.9999,0.082,5052,16.244372990353696,22,0.00435471100554236,11,0.00217735550277118,16,0.003167062549485352,12,0.0023752969121140144,1,0.0001979414093428345,9,0.0017814726840855108,6,0.0011876484560570072,0,0.0
305,George W. Bush,Republican,2001,0.9962,0.166,593,16.942857142857143,5,0.008431703204047217,5,0.008431703204047217,1,0.0016863406408094434,0,0.0,0,0.0,8,0.013490725126475547,6,0.01011804384485666,0,0.0
306,Woodrow Wilson,Democrat,1916,1.0,0.076,5527,29.398936170212767,21,0.003799529582051746,50,0.00904649900488511,4,0.0007237199203908088,0,0.0,7,0.0012665098606839153,26,0.004704179482540257,36,0.006513479283517279,1,0.0001809299800977022
307,Grover Cleveland,Democrat,1886,0.9978,0.004,532,66.5,4,0.007518796992481203,0,0.0,3,0.005639097744360902,0,0.0,0,0.0,1,0.0018796992481203006,4,0.007518796992481203,0,0.0
308,Bill Clinton,Democrat,1993,0.9996,0.033,991,18.69811320754717,0,0.0,2,0.0020181634712411706,2,0.0020181634712411706,1,0.0010090817356205853,1,0.0010090817356205853,7,0.007063572149344097,9,0.009081735620585268,0,0.0
309,Lyndon B. Johnson,Democrat,1965,1.0,0.028,4480,17.43190661478599,33,0.007366071428571428,9,0.0020089285714285712,6,0.0013392857142857143,0,0.0,4,0.0008928571428571428,8,0.0017857142857142857,11,0.002455357142857143,1,0.0002232142857142857
310,Donald Trump,Republican,2020,0.9999,0.073,2923,16.14917127071823,14,0.004789599726308587,7,0.0023947998631542937,2,0.0006842285323297981,4,0.0013684570646595963,3,0.0010263427984946972,33,0.01128977078344167,8,0.0027369141293191925,0,0.0
311,John F. Kennedy,Democrat,1961,0.9999,0.054,2470,30.121951219512194,13,0.005263157894736842,12,0.004858299595141701,9,0.0036437246963562753,12,0.004858299595141701,5,0.0020242914979757085,6,0.0024291497975708503,10,0.004048582995951417,0,0.0
312,George H. W. Bush,Republican,1990,0.9998,0.089,2744,20.176470588235293,13,0.0047376093294460644,2,0.0007288629737609329,1,0.00036443148688046647,0,0.0,2,0.0007288629737609329,23,0.008381924198250729,74,0.02696793002915452,1,0.00036443148688046647
313,Grover Cleveland,Democrat,1895,1.0,0.072,14516,39.879120879120876,15,0.0010333425186001654,38,0.002617801047120419,10,0.0006888950124001103,1,6.888950124001103e-05,1,6.888950124001103e-05,19,0.0013089005235602095,71,0.004891154588040783,3,0.00020666850372003307
314,Joe Biden,Democrat,2021,0.9999,0.067,4443,15.75531914893617,6,0.0013504388926401081,72,0.016205266711681297,18,0.004051316677920324,7,0.0015755120414134593,10,0.0022507314877335135,9,0.002025658338960162,20,0.004501462975467027,1,0.00022507314877335134
315,James K. Polk,Democrat,1846,0.995,0.08,2954,33.19101123595506,7,0.002369668246445498,0,0.0,0,0.0,0,0.0,1,0.00033852403520649965,23,0.007786052809749492,6,0.002031144211238998,0,0.0
316,Lyndon B. Johnson,Democrat,1964,0.9999,0.093,3884,15.412698412698413,14,0.003604531410916581,6,0.001544799176107106,0,0.0,0,0.0,0,0.0,28,0.007209062821833162,42,0.010813594232749742,0,0.0
317,George W. Bush,Republican,2001,0.9998,0.094,1584,16.5,14,0.008838383838383838,3,0.001893939393939394,8,0.005050505050505051,3,0.001893939393939394,0,0.0,3,0.001893939393939394,6,0.003787878787878788,2,0.0012626262626262627
318,Ronald Reagan,Republican,1986,0.9969,0.112,646,15.023255813953488,2,0.0030959752321981426,1,0.0015479876160990713,1,0.0015479876160990713,1,0.0015479876160990713,0,0.0,0,0.0,0,0.0,0,0.0
319,Woodrow Wilson,Democrat,1914,0.9998,0.072,2521,34.067567567567565,10,0.003966679888932963,47,0.018643395477984926,0,0.0,0,0.0,1,0.0003966679888932963,4,0.0015866719555731853,2,0.0007933359777865926,0,0.0
320,Rutherford B. Hayes,Republican,1879,0.9992,0.043,2359,45.36538461538461,18,0.007630351844001695,0,0.0,0,0.0,0,0.0,2,0.000847816871555744,28,0.011869436201780416,0,0.0,0,0.0
321,Ronald Reagan,Republican,1987,0.9998,0.093,2721,23.660869565217393,25,0.009187798603454611,2,0.000735023888276369,7,0.0025725836089672913,0,0.0,2,0.000735023888276369,34,0.012495406100698273,43,0.015803013597941933,1,0.0003675119441381845
322,Bill Clinton,Democrat,1993,0.9994,0.09,1853,16.398230088495577,1,0.0005396654074473826,9,0.004856988667026443,4,0.0021586616297895305,1,0.0005396654074473826,2,0.0010793308148947653,18,0.009713977334052886,14,0.007555315704263357,0,0.0
323,Ronald Reagan,Republican,1988,1.0,0.102,4958,22.639269406392692,54,0.010891488503428802,7,0.0014118596208148447,1,0.0002016942315449778,2,0.0004033884630899556,3,0.0006050826946349334,63,0.012706736587333602,75,0.015127067365873336,0,0.0
324,Andrew Jackson,Democrat,1829,0.9996,0.032,1128,45.12,8,0.0070921985815602835,2,0.0017730496453900709,2,0.0017730496453900709,0,0.0,0,0.0,7,0.0062056737588652485,4,0.0035460992907801418,0,0.0
325,Andrew Jackson,Democrat,1832,0.9934,0.021,409,45.44444444444444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.004889975550122249,0,0.0,0,0.0
326,Barack Obama,Democrat,2013,0.9997,0.083,5389,18.582758620689656,2,0.00037112636852848393,68,0.012618296529968454,18,0.0033401373167563555,13,0.002412321395435146,0,0.0,15,0.0027834477639636294,0,0.0,4,0.0007422527370569679
327,John F. Kennedy,Democrat,1963,1.0,0.092,5360,24.03587443946188,22,0.004104477611940298,60,0.011194029850746268,17,0.003171641791044776,12,0.002238805970149254,5,0.0009328358208955224,60,0.011194029850746268,53,0.009888059701492537,2,0.00037313432835820896
328,Andrew Jackson,Democrat,1830,0.9986,0.014,828,138.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
329,James K. Polk,Democrat,1848,0.9899,0.0,236,33.714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00423728813559322,5,0.0211864406779661,0,0.0
330,Gerald Ford,Republican,1975,0.9957,0.068,1342,16.365853658536587,1,0.0007451564828614009,11,0.00819672131147541,0,0.0,0,0.0,35,0.02608047690014903,0,0.0,13,0.009687034277198211,0,0.0
331,Lyndon B. Johnson,Democrat,1967,0.9968,0.116,2783,21.407692307692308,14,0.005030542579949695,3,0.0010779734099892202,5,0.0017966223499820337,1,0.00035932446999640676,2,0.0007186489399928135,43,0.01545095220984549,23,0.008264462809917356,0,0.0
332,Dwight D. Eisenhower,Republican,1961,0.9998,0.098,1852,22.047619047619047,9,0.004859611231101512,5,0.0026997840172786176,2,0.0010799136069114472,5,0.0026997840172786176,0,0.0,32,0.017278617710583154,15,0.008099352051835854,0,0.0
333,Franklin D. Roosevelt,Democrat,1945,0.9978,0.061,558,20.666666666666668,5,0.008960573476702509,0,0.0,1,0.0017921146953405018,0,0.0,1,0.0017921146953405018,8,0.014336917562724014,4,0.007168458781362007,0,0.0
334,Andrew Johnson,Democrat,1867,0.995,0.043,2869,45.53968253968254,32,0.011153712094806553,0,0.0,1,0.0003485535029627048,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0003485535029627048
