speech_id,president,party,year,sentiment_score,negativity_score,speech_length,avg_sentence_length,kw_democracy_count,kw_democracy_freq,kw_economy_count,kw_economy_freq,kw_welfare_health_count,kw_welfare_health_freq,kw_education_count,kw_education_freq,kw_environment_count,kw_environment_freq,kw_security_defense_count,kw_security_defense_freq,kw_foreign_policy_count,kw_foreign_policy_freq,kw_immigration_count,kw_immigration_freq
453,Herbert Hoover,Republican,1929,0.9917,0.061,590,31.05263157894737,0,0.0,7,0.011864406779661017,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
454,Abraham Lincoln,Republican,1861,0.9998,0.075,6265,30.4126213592233,88,0.014046288906624103,4,0.0006384676775738228,1,0.0001596169193934557,0,0.0,3,0.00047885075818036713,29,0.004628890662410215,14,0.0022346368715083797,2,0.0003192338387869114
455,Ulysses S. Grant,Republican,1876,0.9947,0.004,296,24.666666666666668,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
456,Woodrow Wilson,Democrat,1920,0.9998,0.062,2698,36.95890410958904,19,0.007042253521126761,23,0.008524833209785025,5,0.0018532246108228317,1,0.00037064492216456633,1,0.00037064492216456633,12,0.004447739065974796,12,0.004447739065974796,0,0.0
457,Martin Van Buren,Democrat,1839,1.0,0.075,13404,39.19298245614035,31,0.00231274246493584,61,0.004550880334228589,5,0.00037302297821545805,0,0.0,2,0.00014920919128618324,29,0.002163533273649657,46,0.0034318113995822144,1,7.460459564309162e-05
458,Ronald Reagan,Republican,1983,0.9999,0.084,3866,22.2183908045977,22,0.005690636316606311,3,0.0007759958613554061,12,0.0031039834454216243,9,0.0023279875840662182,3,0.0007759958613554061,12,0.0031039834454216243,13,0.003362648732540093,0,0.0
459,Ulysses S. Grant,Republican,1871,0.9971,0.044,503,29.58823529411765,6,0.011928429423459244,0,0.0,0,0.0,0,0.0,1,0.0019880715705765406,3,0.005964214711729622,0,0.0,0,0.0
460,George W. Bush,Republican,2002,0.9985,0.115,1491,20.14864864864865,4,0.0026827632461435278,2,0.0013413816230717639,2,0.0013413816230717639,1,0.0006706908115358819,1,0.0006706908115358819,31,0.02079141515761234,10,0.00670690811535882,2,0.0013413816230717639
461,Abraham Lincoln,Republican,1852,1.0,0.104,10776,23.324675324675326,68,0.006310319227913883,4,0.0003711952487008166,6,0.0005567928730512249,8,0.0007423904974016332,12,0.0011135857461024498,34,0.0031551596139569415,24,0.0022271714922048997,0,0.0
462,Donald Trump,Republican,2020,1.0,0.067,3058,14.289719626168225,15,0.004905166775670372,5,0.0016350555918901242,5,0.0016350555918901242,1,0.0003270111183780249,1,0.0003270111183780249,14,0.004578155657292348,14,0.004578155657292348,0,0.0
463,Donald Trump,Republican,2018,1.0,0.063,3799,15.257028112449799,1,0.00026322716504343247,57,0.015003948407475652,5,0.0013161358252171624,0,0.0,5,0.0013161358252171624,10,0.0026322716504343247,31,0.008160042116346407,2,0.0005264543300868649
464,Lyndon B. Johnson,Democrat,1966,0.9996,0.069,4061,18.628440366972477,12,0.002954937207584339,13,0.0032011819748830337,2,0.0004924895345973898,1,0.0002462447672986949,0,0.0,26,0.006402363949766067,18,0.004432405811376508,0,0.0
465,Franklin D. Roosevelt,Democrat,1943,0.9953,0.114,3442,24.762589928057555,8,0.002324230098779779,11,0.0031958163858221964,6,0.0017431725740848344,1,0.0002905287623474724,4,0.0011621150493898896,36,0.010459035444509006,17,0.004938988959907031,0,0.0
466,Franklin D. Roosevelt,Democrat,1933,0.9998,0.077,2968,25.808695652173913,1,0.00033692722371967657,19,0.006401617250673854,4,0.0013477088948787063,0,0.0,1,0.00033692722371967657,6,0.0020215633423180594,15,0.005053908355795148,0,0.0
467,Barack Obama,Democrat,2013,0.9962,0.073,2173,24.977011494252874,5,0.002300966405890474,4,0.0018407731247123793,2,0.0009203865623561896,0,0.0,0,0.0,7,0.0032213529682466636,0,0.0,1,0.0004601932811780948
468,James Buchanan,Democrat,1859,-0.9955,0.136,1129,33.205882352941174,2,0.001771479185119575,0,0.0,0,0.0,0,0.0,2,0.001771479185119575,7,0.006200177147918512,6,0.005314437555358724,0,0.0
469,Donald Trump,Republican,2025,0.994,0.09,525,12.804878048780488,0,0.0,1,0.0019047619047619048,0,0.0,0,0.0,0,0.0,15,0.02857142857142857,4,0.007619047619047619,0,0.0
470,Benjamin Harrison,Republican,1891,1.0,0.064,16120,35.04347826086956,29,0.0017990074441687346,57,0.0035359801488833746,9,0.0005583126550868486,14,0.0008684863523573201,18,0.0011166253101736973,42,0.0026054590570719605,43,0.0026674937965260547,7,0.00043424317617866005
471,Gerald Ford,Republican,1975,1.0,0.055,2777,19.69503546099291,19,0.0068419157364061935,6,0.0021606049693914295,4,0.0014404033129276198,0,0.0,4,0.0014404033129276198,27,0.009722722362261434,24,0.008642419877565718,1,0.00036010082823190496
472,John F. Kennedy,Democrat,1961,-0.9987,0.212,1030,31.21212121212121,5,0.0048543689320388345,0,0.0,1,0.000970873786407767,0,0.0,0,0.0,25,0.024271844660194174,11,0.010679611650485437,0,0.0
473,James Buchanan,Democrat,1860,0.9972,0.037,1399,36.81578947368421,0,0.0,7,0.005003573981415297,2,0.0014295925661186562,0,0.0,1,0.0007147962830593281,0,0.0,1,0.0007147962830593281,0,0.0
474,Andrew Jackson,Democrat,1831,1.0,0.055,7160,42.366863905325445,34,0.0047486033519553075,26,0.0036312849162011174,3,0.0004189944134078212,0,0.0,0,0.0,17,0.0023743016759776537,42,0.005865921787709497,0,0.0
475,Theodore Roosevelt,Republican,1906,0.9996,0.055,1493,27.145454545454545,6,0.004018754186202277,5,0.003348961821835231,1,0.0006697923643670462,8,0.0053583389149363695,0,0.0,2,0.0013395847287340924,1,0.0006697923643670462,3,0.0020093770931011385
476,Franklin D. Roosevelt,Democrat,1937,0.9988,0.084,1629,26.274193548387096,0,0.0,20,0.012277470841006752,1,0.0006138735420503376,0,0.0,1,0.0006138735420503376,1,0.0006138735420503376,0,0.0,1,0.0006138735420503376
477,Lyndon B. Johnson,Democrat,1968,0.9995,0.073,1141,22.82,1,0.0008764241893076249,0,0.0,0,0.0,0,0.0,4,0.0035056967572304996,16,0.014022787028921999,50,0.04382120946538125,0,0.0
478,George W. Bush,Republican,2009,0.9999,0.096,1855,15.458333333333334,18,0.009703504043126684,5,0.0026954177897574125,3,0.0016172506738544475,4,0.00215633423180593,2,0.001078167115902965,13,0.007008086253369272,11,0.005929919137466307,1,0.0005390835579514825
479,Lyndon B. Johnson,Democrat,1966,0.9999,0.106,5519,21.55859375,20,0.003623844899438304,38,0.006885305308932777,20,0.003623844899438304,8,0.0014495379597753216,9,0.001630730204747237,43,0.007791266533792354,37,0.006704113063960863,0,0.0
480,Donald Trump,Republican,2020,1.0,0.019,2254,14.176100628930818,26,0.011535048802129548,5,0.0022182786157941437,8,0.00354924578527063,12,0.005323868677905945,0,0.0,1,0.00044365572315882877,1,0.00044365572315882877,0,0.0
481,Woodrow Wilson,Democrat,1914,0.9768,0.119,1304,33.43589743589744,4,0.003067484662576687,0,0.0,0,0.0,0,0.0,2,0.0015337423312883436,4,0.003067484662576687,0,0.0,0,0.0
482,George H. W. Bush,Republican,1992,0.9999,0.075,5084,15.93730407523511,4,0.0007867820613690008,60,0.011801730920535013,44,0.00865460267505901,12,0.0023603461841070024,2,0.0003933910306845004,23,0.004523996852871755,23,0.004523996852871755,0,0.0
483,Lyndon B. Johnson,Democrat,1967,0.9996,0.09,5499,15.666666666666666,11,0.002000363702491362,20,0.0036370249136206583,5,0.0009092562284051646,5,0.0009092562284051646,2,0.0003637024913620658,37,0.006728496090198217,32,0.005819239861793053,0,0.0
484,Barack Obama,Democrat,2016,1.0,0.072,4971,14.707100591715976,25,0.005029169181251257,30,0.006035003017501509,18,0.003621001810500905,25,0.005029169181251257,11,0.002212834439750553,13,0.002615167974250654,30,0.006035003017501509,1,0.0002011667672500503
485,Grover Cleveland,Democrat,1894,0.9998,0.044,3073,40.973333333333336,0,0.0,4,0.0013016596160104132,1,0.0003254149040026033,0,0.0,0,0.0,0,0.0,3,0.0009762447120078099,0,0.0
486,Barack Obama,Democrat,2011,1.0,0.061,7160,17.722772277227723,9,0.0012569832402234637,89,0.012430167597765364,32,0.004469273743016759,61,0.008519553072625698,13,0.0018156424581005587,17,0.0023743016759776537,30,0.004189944134078212,3,0.0004189944134078212
487,Martin Van Buren,Democrat,1837,1.0,0.052,11415,40.47872340425532,24,0.002102496714848883,13,0.0011388523872098116,5,0.0004380201489268506,1,8.760402978537013e-05,6,0.0005256241787122207,42,0.0036793692509855453,21,0.0018396846254927727,1,8.760402978537013e-05
488,Donald Trump,Republican,2017,0.9999,0.112,3068,15.113300492610838,4,0.001303780964797914,21,0.006844850065189048,6,0.001955671447196871,0,0.0,5,0.0016297262059973925,33,0.01075619295958279,31,0.010104302477183833,4,0.001303780964797914
489,Ronald Reagan,Republican,1984,0.9999,0.095,2363,19.056451612903224,4,0.0016927634363097758,0,0.0,10,0.004231908590774439,4,0.0016927634363097758,0,0.0,8,0.0033855268726195515,6,0.0025391451544646637,0,0.0
490,Herbert Hoover,Republican,1928,1.0,0.085,6173,21.583916083916083,43,0.006965818888708893,92,0.014903612506074842,23,0.0037259031265187105,10,0.0016199578810950916,7,0.001133970516766564,24,0.00388789891462822,14,0.002267941033533128,3,0.0004859873643285275
491,Benjamin Harrison,Republican,1890,0.9928,0.1,290,22.307692307692307,0,0.0,0,0.0,0,0.0,1,0.0034482758620689655,0,0.0,3,0.010344827586206896,0,0.0,0,0.0
492,Donald Trump,Republican,2021,0.9614,0.141,642,15.285714285714286,1,0.001557632398753894,1,0.001557632398753894,1,0.001557632398753894,0,0.0,0,0.0,9,0.014018691588785047,0,0.0,0,0.0
493,John F. Kennedy,Democrat,1960,1.0,0.059,10768,16.642967542503865,65,0.006036404160475483,28,0.002600297176820208,7,0.000650074294205052,11,0.0010215453194650818,4,0.0003714710252600297,52,0.0048291233283803865,75,0.006965081723625558,0,0.0
494,Franklin Pierce,Democrat,1854,0.9933,0.036,538,53.8,2,0.0037174721189591076,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0037174721189591076,2,0.0037174721189591076,0,0.0
495,Woodrow Wilson,Democrat,1914,0.9999,0.062,3216,26.8,24,0.007462686567164179,11,0.003420398009950249,0,0.0,0,0.0,2,0.0006218905472636816,2,0.0006218905472636816,29,0.009017412935323384,0,0.0
496,George H. W. Bush,Republican,1988,0.9999,0.077,4061,13.860068259385665,10,0.002462447672986949,34,0.008372322088155627,18,0.004432405811376508,9,0.002216202905688254,1,0.0002462447672986949,19,0.004678650578675204,15,0.0036936715094804235,1,0.0002462447672986949
497,Lyndon B. Johnson,Democrat,1966,0.9997,0.113,3820,19.00497512437811,15,0.003926701570680628,7,0.0018324607329842932,9,0.002356020942408377,3,0.0007853403141361257,3,0.0007853403141361257,42,0.01099476439790576,28,0.007329842931937173,1,0.0002617801047120419
498,Woodrow Wilson,Democrat,1914,0.9989,0.054,631,39.4375,1,0.001584786053882726,0,0.0,0,0.0,0,0.0,0,0.0,9,0.014263074484944533,3,0.004754358161648178,0,0.0
499,Rutherford B. Hayes,Republican,1879,1.0,0.046,11529,36.83386581469649,34,0.002949084916298031,34,0.002949084916298031,6,0.0005204267499349467,14,0.0012143290831815423,1,8.673779165582444e-05,40,0.003469511666232978,31,0.002688871541330558,6,0.0005204267499349467
500,Lyndon B. Johnson,Democrat,1967,1.0,0.075,8915,12.808908045977011,22,0.0024677509814918677,35,0.003925967470555244,27,0.003028603477285474,11,0.0012338754907459339,2,0.0002243409983174425,55,0.0061693774537296695,42,0.004711160964666293,0,0.0
501,Franklin Pierce,Democrat,1854,0.9819,0.061,677,52.07692307692308,4,0.005908419497784343,0,0.0,0,0.0,0,0.0,0,0.0,5,0.007385524372230428,2,0.0029542097488921715,0,0.0
502,George W. Bush,Republican,2003,0.9999,0.037,2531,15.918238993710691,0,0.0,11,0.00434610825760569,50,0.019755037534571317,1,0.0003951007506914263,1,0.0003951007506914263,3,0.001185302252074279,1,0.0003951007506914263,0,0.0
503,Ronald Reagan,Republican,1983,0.9307,0.107,2559,20.804878048780488,17,0.006643220007815553,2,0.0007815552950371239,6,0.0023446658851113715,0,0.0,0,0.0,20,0.007815552950371238,25,0.009769441187964049,0,0.0
504,Lyndon B. Johnson,Democrat,1965,0.9999,0.091,5208,17.896907216494846,14,0.002688172043010753,4,0.0007680491551459293,5,0.0009600614439324117,4,0.0007680491551459293,6,0.001152073732718894,37,0.007104454685099846,32,0.006144393241167435,0,0.0
505,Lyndon B. Johnson,Democrat,1964,0.9987,0.1,548,22.833333333333332,1,0.0018248175182481751,0,0.0,0,0.0,0,0.0,0,0.0,14,0.025547445255474453,1,0.0018248175182481751,0,0.0
506,Grover Cleveland,Democrat,1888,0.9992,0.057,2046,45.46666666666667,4,0.0019550342130987292,1,0.0004887585532746823,2,0.0009775171065493646,0,0.0,1,0.0004887585532746823,2,0.0009775171065493646,32,0.015640273704789834,1,0.0004887585532746823
507,Grover Cleveland,Democrat,1895,0.9022,0.094,364,52.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.01098901098901099,0,0.0,0,0.0
508,Theodore Roosevelt,Republican,1904,1.0,0.076,17486,33.054820415879014,49,0.0028022417934347476,71,0.0040603911700789206,36,0.0020587898890541004,15,0.0008578291204392085,18,0.0010293949445270502,64,0.003660070913873956,54,0.0030881848335811506,12,0.0006862632963513668
509,Bill Clinton,Democrat,1999,1.0,0.069,7432,19.0076726342711,23,0.0030947255113024756,74,0.009956942949407965,72,0.00968783638320775,56,0.007534983853606028,9,0.0012109795479009688,59,0.007938643702906352,43,0.005785791173304629,2,0.00026910656620021526
510,Franklin D. Roosevelt,Democrat,1941,0.9994,0.062,1353,18.534246575342465,20,0.014781966001478197,0,0.0,1,0.0007390983000739098,0,0.0,2,0.0014781966001478197,4,0.0029563932002956393,6,0.004434589800443459,0,0.0
511,Rutherford B. Hayes,Republican,1879,0.9998,0.052,4070,33.63636363636363,18,0.004422604422604423,0,0.0,0,0.0,0,0.0,1,0.0002457002457002457,8,0.0019656019656019656,1,0.0002457002457002457,0,0.0
512,Franklin D. Roosevelt,Democrat,1945,1.0,0.081,6032,22.762264150943395,9,0.0014920424403183023,5,0.0008289124668435014,4,0.000663129973474801,0,0.0,0,0.0,85,0.014091511936339523,79,0.01309681697612732,1,0.00016578249336870026
513,John F. Kennedy,Democrat,1961,0.9993,0.004,966,24.15,1,0.0010351966873706005,0,0.0,0,0.0,2,0.002070393374741201,0,0.0,2,0.002070393374741201,4,0.004140786749482402,0,0.0
514,Barack Obama,Democrat,2013,1.0,0.073,5532,18.880546075085324,19,0.0034345625451916123,18,0.0032537960954446853,10,0.0018076644974692696,6,0.0010845986984815619,11,0.0019884309472161968,68,0.012292118582791034,41,0.007411424439624005,1,0.00018076644974692697
515,Barack Obama,Democrat,2014,1.0,0.075,6990,20.43859649122807,17,0.0024320457796852646,90,0.012875536480686695,42,0.006008583690987125,37,0.005293276108726753,16,0.0022889842632331904,34,0.004864091559370529,43,0.0061516452074391985,7,0.0010014306151645207
516,Abraham Lincoln,Republican,1865,-0.9642,0.144,701,28.04,4,0.005706134094151213,0,0.0,1,0.0014265335235378032,0,0.0,0,0.0,13,0.018544935805991442,2,0.0028530670470756064,0,0.0
517,Andrew Johnson,Democrat,1866,0.998,0.072,4426,46.104166666666664,48,0.010845006778129237,8,0.0018075011296882061,1,0.00022593764121102577,0,0.0,5,0.0011296882060551287,13,0.002937189335743335,4,0.0009037505648441031,5,0.0011296882060551287
518,Ronald Reagan,Republican,1983,0.9997,0.099,4987,21.87280701754386,18,0.00360938439943854,34,0.006817726087828354,4,0.0008020854220974534,10,0.0020052135552436332,6,0.00120312813314618,12,0.00240625626629236,24,0.00481251253258472,0,0.0
519,Donald Trump,Republican,2019,1.0,0.084,9089,11.248762376237623,2,0.00022004620970403785,39,0.004290901089228738,7,0.0007701617339641324,0,0.0,1,0.00011002310485201893,68,0.007481571129937287,5,0.0005501155242600946,30,0.003300693145560568
520,Jimmy Carter,Democrat,1978,0.9995,0.007,899,24.2972972972973,0,0.0,1,0.0011123470522803114,1,0.0011123470522803114,0,0.0,0,0.0,6,0.006674082313681869,15,0.01668520578420467,0,0.0
521,Herbert Hoover,Republican,1929,0.8753,0.074,368,33.45454545454545,3,0.008152173913043478,1,0.002717391304347826,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002717391304347826,0,0.0
522,Franklin Pierce,Democrat,1854,0.9353,0.094,269,38.42857142857143,1,0.0037174721189591076,0,0.0,1,0.0037174721189591076,0,0.0,0,0.0,2,0.007434944237918215,1,0.0037174721189591076,0,0.0
523,Barack Obama,Democrat,2010,0.9999,0.103,7203,17.02836879432624,17,0.0023601277245592113,110,0.01527141468832431,56,0.007774538386783284,25,0.003470776065528252,18,0.0024989587671803417,22,0.0030542829376648617,24,0.003331945022907122,2,0.00027766208524226016
524,Woodrow Wilson,Democrat,1913,0.9993,0.09,1604,26.295081967213115,8,0.004987531172069825,6,0.003740648379052369,4,0.0024937655860349127,0,0.0,2,0.0012468827930174563,0,0.0,2,0.0012468827930174563,0,0.0
525,Benjamin Harrison,Republican,1890,0.984,0.039,208,20.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.014423076923076924,0,0.0,0,0.0
526,Andrew Johnson,Democrat,1866,0.9956,0.038,1287,61.285714285714285,19,0.014763014763014764,0,0.0,0,0.0,0,0.0,0,0.0,1,0.000777000777000777,0,0.0,0,0.0
527,Barack Obama,Democrat,2015,0.9999,0.077,3788,18.478048780487804,35,0.009239704329461458,9,0.002375923970432946,6,0.0015839493136219642,1,0.00026399155227032733,1,0.00026399155227032733,8,0.0021119324181626186,3,0.0007919746568109821,4,0.0010559662090813093
528,Ronald Reagan,Republican,1988,1.0,0.055,7046,20.305475504322768,57,0.0080896962815782,34,0.004825432869713313,3,0.0004257734885041158,18,0.002554640931024695,2,0.0002838489923360772,31,0.004399659381209196,49,0.006954300312233892,0,0.0
529,Herbert Hoover,Republican,1932,0.9999,0.097,7222,21.178885630498534,21,0.0029077817779008587,47,0.006507892550540017,13,0.001800055386319579,1,0.00013846579894765993,5,0.0006923289947382996,26,0.003600110772639158,47,0.006507892550540017,2,0.00027693159789531985
530,George W. Bush,Republican,2001,0.9997,0.063,1732,20.61904761904762,0,0.0,1,0.0005773672055427252,9,0.005196304849884526,27,0.01558891454965358,1,0.0005773672055427252,0,0.0,3,0.0017321016166281756,0,0.0
531,John F. Kennedy,Democrat,1961,1.0,0.04,4132,26.65806451612903,29,0.007018393030009681,66,0.015972894482090997,4,0.000968054211035818,8,0.001936108422071636,2,0.000484027105517909,6,0.001452081316553727,24,0.005808325266214908,0,0.0
532,George W. Bush,Republican,2002,0.9998,0.164,2844,17.664596273291924,19,0.006680731364275668,5,0.0017580872011251757,5,0.0017580872011251757,2,0.0007032348804500703,1,0.00035161744022503517,68,0.02390998593530239,34,0.011954992967651195,0,0.0
533,Joe Biden,Democrat,2023,0.9997,0.11,7358,13.023008849557522,19,0.0025822234302799673,97,0.013182930144060885,48,0.006523511823865181,22,0.002989942919271541,14,0.0019026909486273443,35,0.004756727371568361,30,0.004077194889915738,9,0.0012231584669747215
534,Grover Cleveland,Democrat,1886,0.9987,0.092,1722,52.18181818181818,10,0.005807200929152149,4,0.0023228803716608595,0,0.0,0,0.0,1,0.0005807200929152149,6,0.003484320557491289,11,0.006387921022067364,2,0.0011614401858304297
535,Franklin Pierce,Democrat,1853,0.9999,0.074,3125,34.34065934065934,23,0.00736,3,0.00096,2,0.00064,0,0.0,2,0.00064,10,0.0032,12,0.00384,1,0.00032
536,Lyndon B. Johnson,Democrat,1969,1.0,0.07,8124,20.31,36,0.004431314623338257,44,0.0054160512063023145,40,0.004923682914820286,14,0.0017232890201870998,10,0.0012309207287050715,48,0.005908419497784343,48,0.005908419497784343,0,0.0
537,Woodrow Wilson,Democrat,1913,0.9998,0.079,1263,18.573529411764707,5,0.00395882818685669,0,0.0,2,0.001583531274742676,0,0.0,0,0.0,11,0.00870942201108472,3,0.0023752969121140144,0,0.0
538,Dwight D. Eisenhower,Republican,1953,1.0,0.107,2890,18.766233766233768,16,0.005536332179930796,5,0.0017301038062283738,5,0.0017301038062283738,2,0.0006920415224913495,2,0.0006920415224913495,46,0.01591695501730104,70,0.02422145328719723,0,0.0
539,Ronald Reagan,Republican,1986,-0.9985,0.19,974,16.79310344827586,0,0.0,2,0.002053388090349076,0,0.0,0,0.0,0,0.0,13,0.013347022587268994,8,0.008213552361396304,0,0.0
540,Rutherford B. Hayes,Republican,1878,1.0,0.048,7780,33.39055793991416,34,0.004370179948586119,17,0.0021850899742930593,14,0.0017994858611825194,14,0.0017994858611825194,3,0.00038560411311053987,23,0.0029562982005141387,28,0.0035989717223650387,3,0.00038560411311053987
541,George H. W. Bush,Republican,1991,0.9996,0.107,2774,15.497206703910615,10,0.003604902667627974,8,0.002883922134102379,5,0.001802451333813987,3,0.0010814708002883922,3,0.0010814708002883922,54,0.01946647440519106,42,0.01514059120403749,0,0.0
542,Herbert Hoover,Republican,1931,0.9902,0.112,2200,27.5,3,0.0013636363636363637,10,0.004545454545454545,19,0.008636363636363636,0,0.0,0,0.0,12,0.005454545454545455,2,0.0009090909090909091,0,0.0
543,George W. Bush,Republican,2006,0.9995,0.073,1648,18.942528735632184,0,0.0,0,0.0,14,0.00849514563106796,27,0.016383495145631068,0,0.0,0,0.0,2,0.0012135922330097086,0,0.0
544,George W. Bush,Republican,2007,0.9999,0.123,5530,19.679715302491104,22,0.003978300180831827,41,0.007414104882459313,56,0.010126582278481013,10,0.0018083182640144665,8,0.0014466546112115732,43,0.007775768535262206,29,0.005244122965641953,10,0.0018083182640144665
545,William McKinley,Republican,1900,1.0,0.046,18897,30.92798690671031,58,0.0030692702545377574,47,0.0024871672752288724,9,0.0004762660739799968,9,0.0004762660739799968,9,0.0004762660739799968,87,0.004603905381806636,89,0.004709742287135524,2,0.00010583690532888819
546,Franklin D. Roosevelt,Democrat,1942,-0.962,0.117,3858,19.989637305699482,6,0.0015552099533437014,23,0.0059616381544841885,2,0.0005184033177812338,0,0.0,1,0.0002592016588906169,42,0.01088646967340591,12,0.003110419906687403,0,0.0
547,Ronald Reagan,Republican,1985,1.0,0.068,4209,18.87443946188341,33,0.007840342124019958,63,0.01496792587312901,25,0.005939653124257543,13,0.0030886196246139226,4,0.000950344499881207,40,0.00950344499881207,20,0.004751722499406035,0,0.0
548,James K. Polk,Democrat,1846,0.9625,0.021,627,44.785714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.004784688995215311,4,0.006379585326953748,0,0.0
549,Andrew Jackson,Democrat,1837,1.0,0.092,8254,44.13903743315508,78,0.009449963653985946,28,0.003392294645020596,4,0.000484613520717228,0,0.0,5,0.000605766900896535,26,0.003149987884661982,17,0.002059607463048219,0,0.0
550,Harry S. Truman,Democrat,1948,0.9974,0.016,282,20.142857142857142,1,0.0035460992907801418,0,0.0,2,0.0070921985815602835,0,0.0,0,0.0,1,0.0035460992907801418,2,0.0070921985815602835,0,0.0
551,Warren G. Harding,Republican,1919,0.9988,0.065,543,19.392857142857142,3,0.0055248618784530384,0,0.0,0,0.0,0,0.0,0,0.0,5,0.009208103130755065,7,0.01289134438305709,1,0.001841620626151013
552,Herbert Hoover,Republican,1932,0.9999,0.086,6564,22.175675675675677,34,0.005179768433881779,58,0.008836075563680683,14,0.0021328458257160268,4,0.0006093845216331506,7,0.0010664229128580134,6,0.0009140767824497258,14,0.0021328458257160268,0,0.0
553,Lyndon B. Johnson,Democrat,1965,0.9999,0.024,4732,17.333333333333332,16,0.0033812341504649195,4,0.0008453085376162299,6,0.001267962806424345,3,0.0006339814032121725,1,0.00021132713440405747,19,0.004015215553677092,5,0.0010566356720202875,0,0.0
554,Donald Trump,Republican,2020,1.0,0.039,27585,13.548624754420432,10,0.00036251586006887804,105,0.0038064165307232192,58,0.0021025919883994925,5,0.00018125793003443902,5,0.00018125793003443902,23,0.0008337864781584194,23,0.0008337864781584194,0,0.0
555,Ronald Reagan,Republican,1988,0.9948,0.031,282,14.842105263157896,3,0.010638297872340425,0,0.0,1,0.0035460992907801418,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
556,Barack Obama,Democrat,2010,0.9999,0.068,4362,14.63758389261745,7,0.0016047684548372307,20,0.004585052728106373,121,0.027739569005043558,0,0.0,0,0.0,1,0.00022925263640531865,0,0.0,0,0.0
557,Harry S. Truman,Democrat,1945,0.9997,0.094,4063,18.810185185185187,14,0.0034457297563376815,14,0.0034457297563376815,1,0.0002461235540241201,1,0.0002461235540241201,1,0.0002461235540241201,62,0.015259660349495446,44,0.010829436377061285,2,0.0004922471080482402
558,Donald Trump,Republican,2025,1.0,0.101,12171,11.944062806673209,10,0.0008216251745953496,31,0.002547038041245584,6,0.0004929751047572097,2,0.0001643250349190699,4,0.0003286500698381398,120,0.009859502095144195,38,0.0031221756634623285,4,0.0003286500698381398
559,Grover Cleveland,Democrat,1886,1.0,0.059,15014,35.91866028708134,43,0.0028639936059677634,50,0.0033302251232183297,15,0.000999067536965499,3,0.00019981350739309978,25,0.0016651125616091648,37,0.0024643665911815637,49,0.003263620620753963,9,0.0005994405221792993
560,Franklin D. Roosevelt,Democrat,1933,0.9997,0.086,1899,21.82758620689655,4,0.00210637177461822,7,0.003686150605581885,1,0.000526592943654555,0,0.0,2,0.00105318588730911,5,0.0026329647182727752,10,0.0052659294365455505,0,0.0
561,Grover Cleveland,Democrat,1897,0.9977,0.04,384,42.666666666666664,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.005208333333333333,8,0.020833333333333332,0,0.0
562,Lyndon B. Johnson,Democrat,1967,-0.9872,0.076,891,20.72093023255814,2,0.002244668911335578,0,0.0,0,0.0,0,0.0,0,0.0,4,0.004489337822671156,0,0.0,0,0.0
563,William McKinley,Republican,1901,0.9998,0.062,2198,21.339805825242717,0,0.0,17,0.0077343039126478615,2,0.0009099181073703367,2,0.0009099181073703367,4,0.0018198362147406734,10,0.004549590536851683,15,0.006824385805277525,0,0.0
564,Dwight D. Eisenhower,Republican,1953,1.0,0.06,6986,19.568627450980394,33,0.0047237331806470086,98,0.014028056112224449,16,0.002290294875465216,9,0.001288290867449184,9,0.001288290867449184,62,0.008874892642427712,44,0.006298310907529345,4,0.000572573718866304
565,Herbert Hoover,Republican,1929,1.0,0.059,10885,26.876543209876544,23,0.0021129995406522738,63,0.005787781350482315,24,0.0022048690858980247,9,0.0008268259072117593,15,0.0013780431786862655,45,0.004134129536058797,38,0.0034910427193385394,7,0.0006430868167202572
566,James K. Polk,Democrat,1848,0.9968,0.039,619,30.95,1,0.0016155088852988692,0,0.0,0,0.0,0,0.0,0,0.0,5,0.008077544426494346,6,0.009693053311793215,0,0.0
567,Andrew Jackson,Democrat,1833,0.9996,0.045,1175,40.51724137931034,19,0.016170212765957447,3,0.002553191489361702,0,0.0,0,0.0,0,0.0,5,0.00425531914893617,5,0.00425531914893617,0,0.0
568,Jimmy Carter,Democrat,1979,0.9999,0.106,3594,18.91578947368421,14,0.0038953811908736783,15,0.004173622704507512,3,0.0008347245409015025,2,0.0005564830272676684,44,0.012242626599888704,20,0.005564830272676683,18,0.005008347245409015,0,0.0
569,Franklin D. Roosevelt,Democrat,1941,0.809,0.104,514,18.357142857142858,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.019455252918287938,0,0.0,0,0.0
570,Lyndon B. Johnson,Democrat,1965,0.9999,0.047,4256,15.476363636363637,17,0.003994360902255639,8,0.0018796992481203006,0,0.0,5,0.001174812030075188,1,0.00023496240601503758,11,0.0025845864661654134,9,0.0021146616541353382,0,0.0
